,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,502171,6.0,7,3,0,6,2,85,63
1,502202,0.2,1,2,1,1,0,14,9
2,543359,1.1,2,1,1,0,1,34,21
