,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,453178,6.1,6,1,2,2,1,104,74
1,543169,0.1,1,0,0,0,0,2,1
2,493247,0.1,0,0,0,1,0,3,3
3,432934,1.0,1,0,1,0,0,16,11
4,516969,1.0,1,0,0,0,0,14,7
5,465657,1.0,2,0,0,1,0,23,15
6,425426,2.0,2,1,1,1,0,26,14
7,518716,2.0,0,0,0,3,0,32,21
