,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,593958,6.0,10,5,3,5,2,113,78
1,650382,1.1,1,0,1,2,0,28,17
2,519393,0.2,1,1,0,0,1,7,5
