,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,545333,7.0,2,0,2,10,0,102,66
1,643256,0.2,1,0,0,0,0,7,5
2,543272,1.1,0,0,0,3,0,17,15
