,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,407793,5.0,5,1,3,3,0,93,56
1,475243,0.1,0,0,0,1,0,5,3
2,502239,1.0,0,0,0,1,0,13,8
3,543557,0.2,0,0,1,1,0,12,6
4,605218,1.0,0,0,1,1,0,22,13
5,518748,0.1,3,3,2,0,0,29,17
6,570240,0.2,0,0,1,2,0,11,6
