,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,668676,5.0,7,6,0,4,2,92,62
1,615698,1.0,3,1,0,0,1,15,12
2,656529,1.0,1,1,0,3,1,16,11
3,664208,1.0,0,0,0,1,0,11,9
4,663986,1.0,0,0,1,1,0,24,12
