,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,518774,6.0,6,1,2,4,1,102,67
1,623149,2.0,3,1,0,2,0,32,25
2,519166,1.0,0,0,2,2,0,28,17
