,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,605540,4.0,3,2,2,5,1,91,56
1,608718,2.0,3,0,0,0,0,31,19
2,642207,1.0,0,0,0,2,0,15,10
3,608349,1.0,0,0,0,0,0,11,7
4,592222,1.0,2,1,1,0,0,23,15
