,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,429722,6.0,5,2,4,8,0,102,64
1,608638,2.0,1,0,0,2,0,25,18
2,573124,1.0,0,0,0,2,0,22,17
