,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,593423,6.0,4,2,1,3,1,99,65
1,433589,1.0,0,0,0,1,0,10,9
2,521230,1.0,0,0,1,0,0,20,10
3,595014,1.0,0,0,0,2,0,13,9
