,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,570632,4.2,9,5,1,2,1,94,60
1,623433,0.1,0,0,0,0,0,2,2
2,594027,1.0,0,0,0,2,0,10,8
3,592169,2.0,0,0,2,2,0,28,17
4,641755,1.0,0,0,0,1,0,15,11
