,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,448306,3.0,10,7,1,0,2,66,37
1,458006,2.0,2,0,0,1,0,26,16
2,543359,0.2,1,0,0,2,0,12,7
3,571476,1.1,0,0,0,0,0,22,16
4,518858,1.0,0,0,0,2,0,10,8
5,502085,1.0,1,0,0,1,0,12,7
