,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,150359,6.2,5,3,4,9,1,107,67
1,453172,0.1,0,0,0,0,0,3,3
2,489039,0.1,0,0,0,0,0,4,3
3,430599,0.2,1,0,0,1,0,15,9
4,491708,1.0,0,0,0,0,0,10,7
