,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,640470,2.2,2,2,5,4,0,78,43
1,572193,1.1,3,2,1,2,0,29,18
2,592094,2.0,0,0,0,2,0,28,17
3,595465,1.0,0,0,0,2,0,18,12
