,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,570632,7.0,7,1,0,7,1,102,66
1,608716,1.0,0,0,0,1,0,13,7
2,489265,1.0,2,0,1,0,0,22,13
3,594027,1.0,0,0,1,0,0,21,12
4,641755,1.2,0,0,2,1,0,30,14
5,543045,0.1,0,0,0,0,0,2,2
6,623433,1.0,1,0,1,2,0,14,11
7,612672,1.0,2,2,0,2,1,27,18
