,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,425794,6.2,6,0,1,5,0,103,65
1,543779,1.1,0,0,0,3,0,20,15
2,572096,1.0,0,0,1,1,0,17,11
