,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,489119,6.0,7,5,0,7,1,91,66
1,543883,1.0,0,0,0,2,0,10,7
2,276542,1.0,0,0,2,1,0,20,10
3,518553,1.0,0,0,0,1,0,10,8
