,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,506433,6.0,6,4,0,3,2,83,63
1,543557,0.1,2,1,0,0,1,10,7
2,445213,0.2,0,0,0,0,0,9,5
3,518553,1.0,2,1,0,1,0,16,10
