,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,615698,6.2,2,0,3,4,1,100,59
1,543766,1.1,1,0,0,1,0,21,15
2,453284,1.0,0,0,0,1,0,7,5
