,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,571656,5.1,8,5,2,7,1,103,67
1,452733,0.1,1,0,2,1,0,21,9
2,594986,0.2,2,2,0,1,0,12,8
3,456379,0.2,1,0,1,0,0,16,11
4,543278,0.2,1,1,3,1,0,26,9
5,501955,0.1,0,0,0,1,0,6,3
