,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,601713,5.0,2,0,4,4,0,92,52
1,542882,2.1,5,2,0,2,0,44,30
2,650382,0.1,0,0,2,1,0,14,4
3,493603,0.1,0,0,0,1,0,7,4
4,570488,1.0,0,0,0,0,0,11,6
