,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,664353,6.0,2,2,3,1,1,88,55
1,668687,0.2,1,1,2,0,0,16,6
2,502748,0.1,0,0,1,0,0,10,4
3,656232,1.0,2,0,0,0,0,21,13
