,pitcher_id,innings_pitched,hits,earned_runs,walks,strikeouts,homeruns,pitches,strikes
0,448179,7.0,2,0,0,7,0,75,57
1,608638,1.0,0,0,0,2,0,13,9
2,628711,1.0,0,0,0,2,0,17,12
