,game_id,game_date,venue_id,opponent_id,home
0,490112,2017-04-03,2,110,0
1,490134,2017-04-05,2,110,0
2,490147,2017-04-06,12,139,0
3,490161,2017-04-07,12,139,0
4,490176,2017-04-08,12,139,0
5,490191,2017-04-09,12,139,0
6,490209,2017-04-11,14,158,1
7,490222,2017-04-12,14,158,1
8,490230,2017-04-13,14,110,1
9,490241,2017-04-14,14,110,1
10,490256,2017-04-15,14,110,1
11,490271,2017-04-16,14,110,1
12,490297,2017-04-18,14,111,1
13,490312,2017-04-19,14,111,1
14,490327,2017-04-20,14,111,1
15,490349,2017-04-21,1,108,0
16,490364,2017-04-22,1,108,0
17,490379,2017-04-23,1,108,0
18,490388,2017-04-24,1,108,0
19,490403,2017-04-25,2889,138,0
20,490418,2017-04-26,2889,138,0
21,490428,2017-04-27,2889,138,0
22,490418,2017-04-27,2889,138,0
23,490444,2017-04-28,14,139,1
24,490459,2017-04-29,14,139,1
25,490474,2017-04-30,14,139,1
26,490485,2017-05-01,3313,147,0
27,490500,2017-05-02,3313,147,0
28,490515,2017-05-03,3313,147,0
29,490542,2017-05-05,12,139,0
30,490557,2017-05-06,12,139,0
31,490572,2017-05-07,12,139,0
32,490575,2017-05-08,14,114,1
33,490586,2017-05-09,14,114,1
34,490602,2017-05-10,14,114,1
35,490622,2017-05-11,14,136,1
36,490637,2017-05-12,14,136,1
37,490652,2017-05-13,14,136,1
38,490667,2017-05-14,14,136,1
39,490669,2017-05-15,14,144,1
40,490677,2017-05-16,14,144,1
41,490705,2017-05-17,4705,144,0
42,490716,2017-05-18,4705,144,0
43,490731,2017-05-19,2,110,0
44,490746,2017-05-20,2,110,0
45,490761,2017-05-21,2,110,0
46,490786,2017-05-23,32,158,0
47,490801,2017-05-24,32,158,0
48,490828,2017-05-26,14,140,1
49,490843,2017-05-27,14,140,1
50,490858,2017-05-28,14,140,1
51,490863,2017-05-29,14,113,1
52,490878,2017-05-30,14,113,1
53,490893,2017-05-31,14,113,1
54,490910,2017-06-01,14,147,1
55,490921,2017-06-02,14,147,1
56,490936,2017-06-03,14,147,1
57,490951,2017-06-04,14,147,1
58,490962,2017-06-05,10,133,0
59,490977,2017-06-06,10,133,0
60,490992,2017-06-07,10,133,0
61,491019,2017-06-09,680,136,0
62,491035,2017-06-10,680,136,0
63,491050,2017-06-11,680,136,0
64,491073,2017-06-13,14,139,1
65,491088,2017-06-14,14,139,1
66,491103,2017-06-16,14,145,1
67,491118,2017-06-17,14,145,1
68,491133,2017-06-18,14,145,1
69,491154,2017-06-19,13,140,0
70,491169,2017-06-20,13,140,0
71,491184,2017-06-21,13,140,0
72,491197,2017-06-22,13,140,0
73,491212,2017-06-23,7,118,0
74,491227,2017-06-24,7,118,0
75,491242,2017-06-25,7,118,0
76,491251,2017-06-27,14,110,1
77,491266,2017-06-28,14,110,1
78,491281,2017-06-29,14,110,1
79,491294,2017-06-30,14,111,1
80,491309,2017-07-01,14,111,1
81,491324,2017-07-02,14,111,1
82,491347,2017-07-03,3313,147,0
83,491362,2017-07-04,3313,147,0
84,491377,2017-07-05,3313,147,0
85,491383,2017-07-06,14,117,1
86,491395,2017-07-07,14,117,1
87,491410,2017-07-08,14,117,1
88,491425,2017-07-09,14,117,1
89,491448,2017-07-14,2394,116,0
90,491463,2017-07-15,2394,116,0
91,491478,2017-07-16,2394,116,0
92,491491,2017-07-17,3,111,0
93,491506,2017-07-18,3,111,0
94,491521,2017-07-19,3,111,0
95,491531,2017-07-20,3,111,0
96,491545,2017-07-21,5,114,0
97,491560,2017-07-22,5,114,0
98,491575,2017-07-23,5,114,0
99,491587,2017-07-24,14,133,1
100,491602,2017-07-25,14,133,1
101,491617,2017-07-26,14,133,1
102,491625,2017-07-27,14,133,1
103,491636,2017-07-28,14,108,1
