,game_id,game_date,venue_id,opponent_id,home
116,415364,2015-08-13,14,133,1
117,415375,2015-08-14,14,147,1
118,415390,2015-08-15,14,147,1
119,415405,2015-08-16,14,147,1
120,415436,2015-08-18,2681,143,0
121,415451,2015-08-19,2681,143,0
122,415478,2015-08-21,1,108,0
123,415493,2015-08-22,1,108,0
124,415508,2015-08-23,1,108,0
125,415531,2015-08-25,13,140,0
126,415546,2015-08-26,13,140,0
127,415557,2015-08-27,13,140,0
128,415564,2015-08-28,14,116,1
129,415579,2015-08-29,14,116,1
130,415594,2015-08-30,14,116,1
131,415606,2015-08-31,14,114,1
132,415619,2015-09-01,14,114,1
133,415634,2015-09-02,14,114,1
134,415653,2015-09-04,14,110,1
135,415668,2015-09-05,14,110,1
136,415683,2015-09-06,14,110,1
137,415710,2015-09-07,3,111,0
138,415725,2015-09-08,3,111,0
139,415740,2015-09-09,3,111,0
140,415747,2015-09-10,3313,147,0
141,415761,2015-09-11,3313,147,0
142,415776,2015-09-12,3313,147,0
143,415747,2015-09-12,3313,147,0
144,415791,2015-09-13,3313,147,0
145,415818,2015-09-15,16,144,0
146,415833,2015-09-16,16,144,0
147,415843,2015-09-17,16,144,0
148,415847,2015-09-18,14,111,1
149,415862,2015-09-19,14,111,1
150,415877,2015-09-20,14,111,1
151,415896,2015-09-21,14,147,1
152,415907,2015-09-22,14,147,1
153,415922,2015-09-23,14,147,1
154,415953,2015-09-25,14,139,1
155,415968,2015-09-26,14,139,1
156,415983,2015-09-27,14,139,1
157,415992,2015-09-28,2,110,0
158,416006,2015-09-29,2,110,0
159,416021,2015-09-30,2,110,0
160,416006,2015-09-30,2,110,0
161,416033,2015-10-01,2,110,0
162,416048,2015-10-02,12,139,0
163,416063,2015-10-03,12,139,0
164,416078,2015-10-04,12,139,0
