,game_id,game_date,venue_id,opponent_id,home
0,413663,2015-04-06,3313,147,0
1,413685,2015-04-08,3313,147,0
2,413695,2015-04-09,3313,147,0
3,413709,2015-04-10,2,110,0
4,413724,2015-04-11,2,110,0
5,413739,2015-04-12,2,110,0
6,413753,2015-04-13,14,139,1
7,413766,2015-04-14,14,139,1
8,413781,2015-04-15,14,139,1
9,413788,2015-04-16,14,139,1
10,413791,2015-04-17,14,144,1
11,413806,2015-04-18,14,144,1
12,413821,2015-04-19,14,144,1
13,413844,2015-04-21,14,110,1
14,413859,2015-04-22,14,110,1
15,413874,2015-04-23,14,110,1
16,413898,2015-04-24,12,139,0
17,413913,2015-04-25,12,139,0
18,413928,2015-04-26,12,139,0
19,413942,2015-04-27,3,111,0
20,413957,2015-04-28,3,111,0
21,413972,2015-04-29,3,111,0
22,413980,2015-04-30,5,114,0
23,413995,2015-05-01,5,114,0
24,414010,2015-05-02,5,114,0
25,414025,2015-05-03,5,114,0
26,414031,2015-05-04,14,147,1
27,414046,2015-05-05,14,147,1
28,414061,2015-05-06,14,147,1
29,414081,2015-05-08,14,111,1
30,414096,2015-05-09,14,111,1
31,414111,2015-05-10,14,111,1
32,414132,2015-05-11,2,110,0
33,414147,2015-05-12,2,110,0
34,414162,2015-05-13,2,110,0
35,414173,2015-05-14,2392,117,0
36,414188,2015-05-15,2392,117,0
37,414203,2015-05-16,2392,117,0
38,414218,2015-05-17,2392,117,0
39,414220,2015-05-18,14,108,1
40,414227,2015-05-19,14,108,1
41,414242,2015-05-20,14,108,1
42,414257,2015-05-21,14,108,1
43,414280,2015-05-22,14,136,1
44,414295,2015-05-23,14,136,1
45,414310,2015-05-24,14,136,1
46,414317,2015-05-25,14,145,1
47,414332,2015-05-26,14,145,1
48,414347,2015-05-27,14,145,1
49,414378,2015-05-29,3312,142,0
50,414393,2015-05-30,3312,142,0
51,414408,2015-05-31,3312,142,0
52,414420,2015-06-01,3309,120,0
53,414420,2015-06-02,3309,120,0
54,414435,2015-06-02,3309,120,0
55,414450,2015-06-03,3309,120,0
56,414465,2015-06-05,14,117,1
57,414480,2015-06-06,14,117,1
58,414495,2015-06-07,14,117,1
59,414509,2015-06-08,14,146,1
60,414520,2015-06-09,14,146,1
61,414535,2015-06-10,14,146,1
62,414566,2015-06-12,3,111,0
63,414581,2015-06-13,3,111,0
64,414596,2015-06-14,3,111,0
65,414611,2015-06-15,3289,121,0
66,414626,2015-06-16,3289,121,0
67,414636,2015-06-17,14,121,1
68,414651,2015-06-18,14,121,1
69,414659,2015-06-19,14,110,1
70,414674,2015-06-20,14,110,1
71,414689,2015-06-21,14,110,1
72,414709,2015-06-22,12,139,0
73,414724,2015-06-23,12,139,0
74,414739,2015-06-24,12,139,0
75,414764,2015-06-26,14,140,1
76,414779,2015-06-27,14,140,1
77,414794,2015-06-28,14,140,1
78,414796,2015-06-29,14,111,1
79,414805,2015-06-30,14,111,1
80,414820,2015-07-01,14,111,1
81,414835,2015-07-02,14,111,1
82,414861,2015-07-03,2394,116,0
83,414876,2015-07-04,2394,116,0
84,414891,2015-07-05,2394,116,0
85,414902,2015-07-06,4,145,0
86,414917,2015-07-07,4,145,0
87,414932,2015-07-08,4,145,0
88,414942,2015-07-09,4,145,0
89,414956,2015-07-10,7,118,0
90,414971,2015-07-11,7,118,0
91,414986,2015-07-12,7,118,0
92,415002,2015-07-17,14,139,1
93,415017,2015-07-18,14,139,1
94,415032,2015-07-19,14,139,1
95,415058,2015-07-21,10,133,0
96,415073,2015-07-22,10,133,0
97,415082,2015-07-23,10,133,0
98,415097,2015-07-24,680,136,0
99,415112,2015-07-25,680,136,0
100,415127,2015-07-26,680,136,0
101,415149,2015-07-28,14,143,1
102,415164,2015-07-29,14,143,1
103,415175,2015-07-30,14,118,1
104,415188,2015-07-31,14,118,1
105,415203,2015-08-01,14,118,1
106,415218,2015-08-02,14,118,1
107,415231,2015-08-03,14,142,1
108,415245,2015-08-04,14,142,1
109,415260,2015-08-05,14,142,1
110,415273,2015-08-06,14,142,1
111,415291,2015-08-07,3313,147,0
112,415306,2015-08-08,3313,147,0
113,415321,2015-08-09,3313,147,0
114,415339,2015-08-11,14,133,1
115,415354,2015-08-12,14,133,1
