,game_id,game_date,venue_id,opponent_id,home
0,567456,2019-03-28,3313,110,1
1,567457,2019-03-30,3313,110,1
2,567458,2019-03-31,3313,110,1
3,567459,2019-04-01,3313,116,1
4,567460,2019-04-02,3313,116,1
5,567461,2019-04-03,3313,116,1
6,564930,2019-04-04,2,110,0
7,564931,2019-04-06,2,110,0
8,564932,2019-04-07,2,110,0
9,565609,2019-04-08,2392,117,0
10,565610,2019-04-09,2392,117,0
11,565611,2019-04-10,2392,117,0
12,567462,2019-04-12,3313,145,1
13,567463,2019-04-13,3313,145,1
14,567464,2019-04-14,3313,145,1
15,567465,2019-04-16,3313,111,1
16,567466,2019-04-17,3313,111,1
17,567467,2019-04-18,3313,118,1
18,567468,2019-04-19,3313,118,1
19,567469,2019-04-20,3313,118,1
20,567470,2019-04-21,3313,118,1
21,564745,2019-04-22,1,108,0
22,564746,2019-04-23,1,108,0
23,564747,2019-04-24,1,108,0
24,564748,2019-04-25,1,108,0
25,566481,2019-04-26,2395,137,0
26,566482,2019-04-27,2395,137,0
27,566483,2019-04-28,2395,137,0
28,564845,2019-04-30,15,109,0
29,564846,2019-05-01,15,109,0
30,567471,2019-05-03,3313,142,1
31,567472,2019-05-04,3313,142,1
32,567473,2019-05-05,3313,142,1
33,567474,2019-05-06,3313,136,1
34,567475,2019-05-07,3313,136,1
35,567476,2019-05-08,3313,136,1
36,567477,2019-05-09,3313,136,1
37,566683,2019-05-10,12,139,0
38,566684,2019-05-11,12,139,0
39,566685,2019-05-12,12,139,0
40,567478,2019-05-13,3313,110,1
41,567479,2019-05-14,3313,110,1
42,567480,2019-05-15,3313,110,1
43,567478,2019-05-15,3313,110,1
44,567481,2019-05-17,3313,139,1
45,567482,2019-05-18,3313,139,1
46,567483,2019-05-19,3313,139,1
47,564952,2019-05-20,2,110,0
48,564953,2019-05-21,2,110,0
49,564954,2019-05-22,2,110,0
50,564955,2019-05-23,2,110,0
51,565727,2019-05-24,7,118,0
52,565728,2019-05-25,7,118,0
53,565727,2019-05-25,7,118,0
54,565729,2019-05-26,7,118,0
55,567484,2019-05-27,3313,135,1
56,567485,2019-05-28,3313,135,1
57,567486,2019-05-29,3313,135,1
58,567487,2019-05-30,3313,111,1
59,567488,2019-05-31,3313,111,1
60,567489,2019-06-01,3313,111,1
61,567490,2019-06-02,3313,111,1
62,566892,2019-06-04,14,141,0
63,566893,2019-06-05,14,141,0
64,566894,2019-06-06,14,141,0
65,565348,2019-06-07,5,114,0
66,565349,2019-06-08,5,114,0
67,565350,2019-06-09,5,114,0
68,567491,2019-06-10,3313,121,1
69,567491,2019-06-11,3313,121,1
70,567492,2019-06-11,3313,121,1
71,567297,2019-06-13,4,145,0
72,567298,2019-06-14,4,145,0
73,567299,2019-06-15,4,145,0
74,567300,2019-06-16,4,145,0
75,567493,2019-06-17,3313,139,1
76,567494,2019-06-18,3313,139,1
77,567495,2019-06-19,3313,139,1
78,567496,2019-06-20,3313,117,1
79,567497,2019-06-21,3313,117,1
80,567498,2019-06-22,3313,117,1
81,567499,2019-06-23,3313,117,1
82,567500,2019-06-24,3313,141,1
83,567501,2019-06-25,3313,141,1
84,567502,2019-06-26,3313,141,1
85,565067,2019-06-29,5381,111,0
86,565068,2019-06-30,5381,111,0
87,566028,2019-07-02,3289,121,0
88,566029,2019-07-03,3289,121,0
89,566708,2019-07-04,12,139,0
90,566709,2019-07-05,12,139,0
91,566710,2019-07-06,12,139,0
92,566711,2019-07-07,12,139,0
93,567503,2019-07-12,3313,141,1
94,567504,2019-07-13,3313,141,1
95,567505,2019-07-14,3313,141,1
96,567506,2019-07-15,3313,139,1
97,567507,2019-07-16,3313,139,1
98,567508,2019-07-17,3313,139,1
99,567509,2019-07-18,3313,139,1
100,567508,2019-07-18,3313,139,1
101,567510,2019-07-19,3313,115,1
102,567511,2019-07-20,3313,115,1
103,567512,2019-07-21,3313,115,1
104,567011,2019-07-22,3312,142,0
105,567012,2019-07-23,3312,142,0
106,567013,2019-07-24,3312,142,0
107,565076,2019-07-25,3,111,0
108,565077,2019-07-26,3,111,0
109,565078,2019-07-27,3,111,0
110,565079,2019-07-28,3,111,0
111,567513,2019-07-30,3313,109,1
112,567514,2019-07-31,3313,109,1
113,567515,2019-08-02,3313,111,1
114,567516,2019-08-03,3313,111,1
115,567487,2019-08-03,3313,111,1
116,567517,2019-08-04,3313,111,1
117,564985,2019-08-05,2,110,0
118,564986,2019-08-06,2,110,0
119,564987,2019-08-07,2,110,0
120,566918,2019-08-08,14,141,0
121,566919,2019-08-09,14,141,0
122,566920,2019-08-10,14,141,0
123,566921,2019-08-11,14,141,0
124,567479,2019-08-12,3313,110,1
125,567518,2019-08-12,3313,110,1
126,567519,2019-08-13,3313,110,1
127,567520,2019-08-14,3313,110,1
128,567521,2019-08-15,3313,114,1
129,567522,2019-08-16,3313,114,1
130,567523,2019-08-17,3313,114,1
131,567524,2019-08-18,3313,114,1
132,566148,2019-08-20,10,133,0
133,566149,2019-08-21,10,133,0
134,566150,2019-08-22,10,133,0
135,565866,2019-08-23,22,119,0
136,565867,2019-08-24,22,119,0
137,565868,2019-08-25,22,119,0
138,566438,2019-08-26,680,136,0
139,566439,2019-08-27,680,136,0
140,566440,2019-08-28,680,136,0
141,567525,2019-08-30,3313,133,1
142,567526,2019-08-31,3313,133,1
143,567527,2019-09-01,3313,133,1
144,567528,2019-09-02,3313,140,1
145,567529,2019-09-03,3313,140,1
146,567530,2019-09-04,3313,140,1
147,565098,2019-09-06,3,111,0
148,565099,2019-09-07,3,111,0
149,565100,2019-09-08,3,111,0
150,565101,2019-09-09,3,111,0
151,565578,2019-09-10,2394,116,0
152,565579,2019-09-11,2394,116,0
153,565580,2019-09-12,2394,116,0
154,565579,2019-09-12,2394,116,0
155,566936,2019-09-13,14,141,0
156,566937,2019-09-14,14,141,0
157,566938,2019-09-15,14,141,0
158,567531,2019-09-17,3313,108,1
159,567532,2019-09-18,3313,108,1
160,567533,2019-09-19,3313,108,1
161,567534,2019-09-20,3313,141,1
162,567535,2019-09-21,3313,141,1
163,567536,2019-09-22,3313,141,1
164,566743,2019-09-24,12,139,0
165,566744,2019-09-25,12,139,0
166,566846,2019-09-27,13,140,0
167,566847,2019-09-28,13,140,0
168,566848,2019-09-29,13,140,0
