,game_id,game_date,venue_id,opponent_id,home
137,448938,2016-09-06,3313,147,0
138,448953,2016-09-07,3313,147,0
139,448962,2016-09-09,14,111,1
140,448977,2016-09-10,14,111,1
141,448992,2016-09-11,14,111,1
142,449019,2016-09-12,14,139,1
143,449034,2016-09-13,14,139,1
144,449049,2016-09-14,14,139,1
145,449060,2016-09-15,1,108,0
146,449074,2016-09-16,1,108,0
147,449089,2016-09-17,1,108,0
148,449104,2016-09-18,1,108,0
149,449114,2016-09-19,680,136,0
150,449129,2016-09-20,680,136,0
151,449144,2016-09-21,680,136,0
152,449164,2016-09-23,14,147,1
153,449179,2016-09-24,14,147,1
154,449194,2016-09-25,14,147,1
155,449207,2016-09-26,14,147,1
156,449212,2016-09-27,14,110,1
157,449227,2016-09-28,14,110,1
158,449242,2016-09-29,14,110,1
159,449267,2016-09-30,3,111,0
160,449282,2016-10-01,3,111,0
161,449297,2016-10-02,3,111,0
