,game_id,game_date,venue_id,opponent_id,home
0,413663,2015-04-06,3313,141,1
1,413685,2015-04-08,3313,141,1
2,413695,2015-04-09,3313,141,1
3,413696,2015-04-10,3313,111,1
4,413711,2015-04-11,3313,111,1
5,413726,2015-04-12,3313,111,1
6,413749,2015-04-13,2,110,0
7,413762,2015-04-14,2,110,0
8,413777,2015-04-15,2,110,0
9,413799,2015-04-17,12,139,0
10,413814,2015-04-18,12,139,0
11,413829,2015-04-19,12,139,0
12,413840,2015-04-20,2394,116,0
13,413853,2015-04-21,2394,116,0
14,413868,2015-04-22,2394,116,0
15,413881,2015-04-23,2394,116,0
16,413893,2015-04-24,3313,121,1
17,413908,2015-04-25,3313,121,1
18,413923,2015-04-26,3313,121,1
19,413941,2015-04-27,3313,139,1
20,413956,2015-04-28,3313,139,1
21,413971,2015-04-29,3313,139,1
22,413989,2015-05-01,3,111,0
23,414004,2015-05-02,3,111,0
24,414019,2015-05-03,3,111,0
25,414031,2015-05-04,14,141,0
26,414046,2015-05-05,14,141,0
27,414061,2015-05-06,14,141,0
28,414068,2015-05-07,3313,110,1
29,414080,2015-05-08,3313,110,1
30,414095,2015-05-09,3313,110,1
31,414110,2015-05-10,3313,110,1
32,414129,2015-05-11,12,139,0
33,414141,2015-05-12,12,139,0
34,414156,2015-05-13,12,139,0
35,414168,2015-05-14,12,139,0
36,414184,2015-05-15,7,118,0
37,414199,2015-05-16,7,118,0
38,414214,2015-05-17,7,118,0
39,414235,2015-05-19,3309,120,0
40,414250,2015-05-20,3309,120,0
41,414283,2015-05-22,3313,140,1
42,414298,2015-05-23,3313,140,1
43,414313,2015-05-24,3313,140,1
44,414321,2015-05-25,3313,118,1
45,414336,2015-05-26,3313,118,1
46,414351,2015-05-27,3313,118,1
47,414363,2015-05-28,10,133,0
48,414375,2015-05-29,10,133,0
49,414390,2015-05-30,10,133,0
50,414405,2015-05-31,10,133,0
51,414416,2015-06-01,680,136,0
52,414430,2015-06-02,680,136,0
53,414445,2015-06-03,680,136,0
54,414461,2015-06-05,3313,108,1
55,414476,2015-06-06,3313,108,1
56,414491,2015-06-07,3313,108,1
57,414528,2015-06-09,3313,120,1
58,414543,2015-06-10,3313,120,1
59,414562,2015-06-12,2,110,0
60,414577,2015-06-13,2,110,0
61,414592,2015-06-14,2,110,0
62,414607,2015-06-15,4169,146,0
63,414622,2015-06-16,4169,146,0
64,414634,2015-06-17,3313,146,1
65,414649,2015-06-18,3313,146,1
66,414662,2015-06-19,3313,116,1
67,414677,2015-06-20,3313,116,1
68,414692,2015-06-21,3313,116,1
69,414708,2015-06-22,3313,143,1
70,414721,2015-06-23,3313,143,1
71,414736,2015-06-24,3313,143,1
72,414746,2015-06-25,2392,117,0
73,414762,2015-06-26,2392,117,0
74,414777,2015-06-27,2392,117,0
75,414792,2015-06-28,2392,117,0
76,414803,2015-06-29,1,108,0
77,414814,2015-06-30,1,108,0
78,414829,2015-07-01,1,108,0
79,414860,2015-07-03,3313,139,1
80,414875,2015-07-04,3313,139,1
81,414890,2015-07-05,3313,139,1
82,414912,2015-07-07,3313,133,1
83,414927,2015-07-08,3313,133,1
84,414938,2015-07-09,3313,133,1
85,414951,2015-07-10,3,111,0
86,414966,2015-07-11,3,111,0
