,game_id,game_date,venue_id,opponent_id,home
87,414981,2015-07-12,3,111,0
88,415000,2015-07-17,3313,136,1
89,415015,2015-07-18,3313,136,1
90,415030,2015-07-19,3313,136,1
91,415044,2015-07-21,3313,110,1
92,415059,2015-07-22,3313,110,1
93,415074,2015-07-23,3313,110,1
94,415093,2015-07-24,3312,142,0
95,415108,2015-07-25,3312,142,0
96,415123,2015-07-26,3312,142,0
97,415137,2015-07-27,13,140,0
98,415147,2015-07-28,13,140,0
99,415162,2015-07-29,13,140,0
100,415176,2015-07-30,13,140,0
101,415189,2015-07-31,4,145,0
102,415204,2015-08-01,4,145,0
103,415219,2015-08-02,4,145,0
104,415239,2015-08-04,3313,111,1
105,415254,2015-08-05,3313,111,1
106,415268,2015-08-06,3313,111,1
107,415291,2015-08-07,3313,141,1
108,415306,2015-08-08,3313,141,1
109,415321,2015-08-09,3313,141,1
110,415338,2015-08-11,5,114,0
111,415353,2015-08-12,5,114,0
112,415363,2015-08-13,5,114,0
113,415375,2015-08-14,14,141,0
114,415390,2015-08-15,14,141,0
115,415405,2015-08-16,14,141,0
116,415418,2015-08-17,3313,142,1
117,415431,2015-08-18,3313,142,1
118,415446,2015-08-19,3313,142,1
119,415456,2015-08-20,3313,114,1
120,415467,2015-08-21,3313,114,1
121,415482,2015-08-22,3313,114,1
122,415497,2015-08-23,3313,114,1
123,415512,2015-08-24,3313,117,1
124,415522,2015-08-25,3313,117,1
125,415537,2015-08-26,3313,117,1
126,415568,2015-08-28,16,144,0
127,415583,2015-08-29,16,144,0
128,415598,2015-08-30,16,144,0
129,415608,2015-08-31,3,111,0
130,415622,2015-09-01,3,111,0
131,415637,2015-09-02,3,111,0
132,415664,2015-09-04,3313,139,1
133,415679,2015-09-05,3313,139,1
134,415694,2015-09-06,3313,139,1
135,415697,2015-09-07,3313,110,1
136,415712,2015-09-08,3313,110,1
137,415727,2015-09-09,3313,110,1
138,415747,2015-09-10,3313,141,1
139,415761,2015-09-11,3313,141,1
140,415776,2015-09-12,3313,141,1
141,415747,2015-09-12,3313,141,1
142,415791,2015-09-13,3313,141,1
143,415801,2015-09-14,12,139,0
144,415814,2015-09-15,12,139,0
145,415829,2015-09-16,12,139,0
146,415852,2015-09-18,3289,121,0
147,415867,2015-09-19,3289,121,0
148,415882,2015-09-20,3289,121,0
149,415896,2015-09-21,14,141,0
150,415907,2015-09-22,14,141,0
151,415922,2015-09-23,14,141,0
152,415930,2015-09-24,3313,145,1
153,415943,2015-09-25,3313,145,1
154,415958,2015-09-26,3313,145,1
155,415973,2015-09-27,3313,145,1
156,415985,2015-09-28,3313,111,1
157,415993,2015-09-29,3313,111,1
158,416008,2015-09-30,3313,111,1
159,416024,2015-10-01,3313,111,1
160,416044,2015-10-02,2,110,0
161,416044,2015-10-03,2,110,0
162,416059,2015-10-03,2,110,0
163,416074,2015-10-04,2,110,0
