,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
10,TOR-2015-06-26,2015-06-26,TOR,H,TEX,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,99,404,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
11,COL-2015-08-03,2015-08-03,SEA,A,COL,1,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,37,116,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
12,COL-2015-08-04,2015-08-04,SEA,A,COL,4,4,1.1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,464,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
13,COL-2015-08-05,2015-08-05,SEA,A,COL,4,4,1.1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,464,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
14,SEA-2015-08-08,2015-08-08,SEA,H,TEX,6,6,0.0,6,6,1,0,0,0,0,0,0,0,0,4,2,2,0,2,576,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
15,SEA-2015-08-10,2015-08-10,SEA,H,BAL,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,1,384,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
16,BOS-2015-08-14,2015-08-14,SEA,A,BOS,6,6,1.1,1,2,0,0,1,0,0,1,0,0,0,1,4,0,2,3,624,0.391,20.0,0.35,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,100.2,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
17,BOS-2015-08-15,2015-08-15,SEA,A,BOS,7,5,0.2,4,3,1,0,0,2,0,0,0,0,0,3,2,0,0,0,728,0.415,26.0,0.308,0.038,0.0,0.038,0.0,0.0,0.0,0.0,0.154,0.0,101.077,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
18,BOS-2015-08-16,2015-08-16,SEA,A,BOS,5,3,1.0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,520,0.461,33.0,0.303,0.061,0.0,0.03,0.061,0.0,0.0,0.0,0.121,0.0,101.697,0.317,680.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
19,SEA-2015-08-21,2015-08-21,SEA,H,CHW,4,2,0.1,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,4,384,0.436,38.0,0.263,0.053,0.0,0.026,0.105,0.0,0.0,0.0,0.158,0.0,102.0,0.421,42.0,0.262,0.048,0.0,0.024,0.095,0.0,0.0,0.0,0.167,0.0,101.905,0
