,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,HOU-2018-04-23,2018-04-23,LAA,A,HOU,5,5,1.0,0,2,0,0,0,0,0,1,0,0,0,2,2,1,0,99,480,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
1,HOU-2018-04-24,2018-04-24,LAA,A,HOU,4,3,0.2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,384,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
2,LAA-2018-04-27,2018-04-27,LAA,H,NYY,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,2,396,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
3,LAA-2018-04-29,2018-04-29,LAA,H,NYY,6,5,1.2,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,594,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
4,LAA-2018-05-01,2018-05-01,LAA,H,BAL,2,2,0.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,198,0.248,20,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.3,0.0,92.7,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
5,SEA-2018-05-04,2018-05-04,LAA,A,SEA,5,4,1.1,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,2,480,0.224,22,0.136,0.0,0.0,0.0,0.136,0.0,0.0,0.0,0.318,0.0,93.273,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
6,SEA-2018-05-05,2018-05-05,LAA,A,SEA,3,2,0.0,3,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,288,0.224,27,0.148,0.0,0.0,0.0,0.111,0.0,0.0,0.037,0.333,0.0,93.778,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
7,COL-2018-05-09,2018-05-09,LAA,A,COL,6,5,1.2,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,3,684,0.328,30,0.167,0.0,0.0,0.033,0.133,0.0,0.0,0.033,0.3,0.0,94.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
8,LAA-2018-05-11,2018-05-11,LAA,H,MIN,7,6,1.1,3,2,1,0,1,1,1,3,0,0,0,0,3,1,0,1,693,0.292,36,0.139,0.0,0.0,0.028,0.111,0.0,0.028,0.028,0.333,0.0,97.333,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
9,LAA-2018-05-14,2018-05-14,LAA,H,HOU,5,4,1.0,0,2,0,0,0,1,1,0,0,0,0,3,1,0,0,2,495,0.346,38,0.079,0.026,0.0,0.053,0.132,0.026,0.026,0.026,0.368,0.0,97.816,0.344,43,0.116,0.023,0.0,0.047,0.116,0.023,0.023,0.023,0.349,0.0,97.605,0
10,LAA-2018-05-19,2018-05-19,LAA,H,TBR,5,5,1.1,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,4,495,0.397,35,0.114,0.029,0.0,0.057,0.114,0.057,0.029,0.029,0.343,0.0,98.057,0.368,48,0.146,0.021,0.0,0.042,0.125,0.042,0.021,0.021,0.312,0.0,97.75,0
11,LAA-2018-05-20,2018-05-20,LAA,H,TBR,2,1,0.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,198,0.417,34,0.147,0.029,0.0,0.059,0.088,0.059,0.029,0.029,0.324,0.0,98.029,0.349,53,0.151,0.019,0.0,0.038,0.113,0.038,0.019,0.019,0.321,0.0,97.868,0
12,TOR-2018-05-23,2018-05-23,LAA,A,TOR,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,2,404,0.44,34,0.147,0.029,0.0,0.059,0.118,0.059,0.029,0.029,0.324,0.0,98.029,0.349,55,0.145,0.018,0.0,0.036,0.127,0.036,0.018,0.018,0.327,0.0,97.909,0
13,NYY-2018-05-26,2018-05-26,LAA,A,NYY,6,5,1.2,0,0,0,0,0,1,0,2,0,0,0,1,2,1,1,2,600,0.348,30,0.1,0.033,0.0,0.033,0.133,0.067,0.033,0.0,0.333,0.0,98.967,0.336,59,0.136,0.017,0.0,0.034,0.136,0.034,0.017,0.017,0.322,0.0,98.119,0
14,DET-2018-05-29,2018-05-29,LAA,A,DET,4,3,1.0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,408,0.306,36,0.083,0.028,0.0,0.028,0.139,0.056,0.028,0.0,0.333,0.0,99.139,0.314,65,0.123,0.015,0.0,0.031,0.138,0.031,0.015,0.015,0.323,0.0,98.292,0
15,DET-2018-05-31,2018-05-31,LAA,A,DET,5,4,1.0,0,1,0,0,0,1,0,2,0,0,0,1,1,1,0,1,510,0.325,34,0.088,0.029,0.0,0.029,0.147,0.059,0.029,0.0,0.265,0.0,96.853,0.306,69,0.116,0.014,0.0,0.029,0.13,0.029,0.029,0.014,0.304,0.0,98.507,0
16,LAA-2018-06-02,2018-06-02,LAA,H,TEX,4,3,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,396,0.256,32,0.125,0.0,0.0,0.0,0.156,0.031,0.031,0.0,0.25,0.0,97.188,0.307,74,0.122,0.014,0.0,0.027,0.135,0.027,0.027,0.014,0.311,0.0,98.743,0
17,LAA-2018-06-03,2018-06-03,LAA,H,TEX,6,3,1.0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,1,0,594,0.246,36,0.111,0.0,0.0,0.0,0.167,0.028,0.028,0.0,0.278,0.0,97.389,0.299,78,0.115,0.013,0.0,0.026,0.141,0.026,0.026,0.013,0.321,0.0,98.756,0
18,LAA-2018-06-06,2018-06-06,LAA,H,KCR,6,4,0.2,2,2,0,0,0,2,0,1,0,0,0,2,1,0,0,2,594,0.222,37,0.054,0.0,0.0,0.0,0.216,0.0,0.027,0.0,0.297,0.0,97.432,0.303,84,0.107,0.012,0.0,0.024,0.167,0.024,0.024,0.012,0.31,0.0,98.774,0
19,MIN-2018-06-09,2018-06-09,LAA,A,MIN,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,2,404,0.277,38,0.079,0.0,0.0,0.0,0.263,0.0,0.026,0.0,0.263,0.0,97.474,0.318,90,0.122,0.011,0.0,0.022,0.178,0.022,0.022,0.011,0.3,0.0,98.789,0
20,SEA-2018-06-12,2018-06-12,LAA,A,SEA,3,2,1.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,288,0.268,40,0.1,0.0,0.0,0.0,0.225,0.0,0.025,0.0,0.25,0.0,97.75,0.314,94,0.128,0.011,0.0,0.021,0.17,0.021,0.021,0.011,0.298,0.0,98.883,0
21,SEA-2018-06-13,2018-06-13,LAA,A,SEA,5,5,1.0,0,3,0,0,0,0,0,2,0,0,0,0,3,2,0,0,480,0.275,39,0.103,0.0,0.0,0.0,0.231,0.0,0.026,0.026,0.231,0.0,97.282,0.311,97,0.124,0.01,0.0,0.021,0.175,0.021,0.021,0.021,0.289,0.0,98.794,0
22,OAK-2018-06-15,2018-06-15,LAA,A,OAK,6,5,1.0,1,2,0,0,0,1,0,1,0,0,0,3,1,0,0,1,576,0.304,44,0.159,0.0,0.0,0.0,0.205,0.0,0.023,0.023,0.25,0.0,97.136,0.322,102,0.147,0.01,0.0,0.02,0.167,0.02,0.02,0.02,0.294,0.0,98.657,0
23,LAA-2018-06-18,2018-06-18,LAA,H,ARI,8,8,1.2,0,3,0,0,0,0,0,3,0,0,0,4,1,1,0,2,792,0.345,44,0.205,0.0,0.0,0.0,0.205,0.0,0.023,0.023,0.227,0.0,96.591,0.327,108,0.157,0.009,0.0,0.019,0.167,0.019,0.019,0.019,0.287,0.0,98.509,0
24,LAA-2018-06-19,2018-06-19,LAA,H,ARI,2,1,0.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,198,0.357,48,0.25,0.0,0.0,0.0,0.188,0.0,0.0,0.021,0.271,0.0,96.542,0.327,116,0.172,0.009,0.0,0.017,0.155,0.017,0.017,0.017,0.293,0.0,98.543,0
25,LAA-2018-06-21,2018-06-21,LAA,H,TOR,3,3,1.0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,297,0.361,45,0.244,0.0,0.0,0.0,0.2,0.0,0.0,0.022,0.267,0.0,96.044,0.328,118,0.169,0.008,0.0,0.017,0.161,0.017,0.017,0.017,0.297,0.0,98.551,0
26,LAA-2018-06-23,2018-06-23,LAA,H,TOR,5,4,0.2,3,3,0,0,1,1,0,0,0,0,0,0,4,3,0,1,495,0.374,44,0.273,0.0,0.0,0.0,0.182,0.0,0.0,0.045,0.25,0.0,95.977,0.327,121,0.174,0.008,0.0,0.017,0.157,0.017,0.017,0.025,0.298,0.0,98.562,0
27,BOS-2018-06-27,2018-06-27,LAA,A,BOS,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,312,0.426,37,0.324,0.0,0.0,0.027,0.108,0.0,0.0,0.054,0.243,0.0,95.405,0.35,126,0.183,0.008,0.0,0.024,0.159,0.016,0.016,0.024,0.286,0.0,98.579,0
28,BAL-2018-06-30,2018-06-30,LAA,A,BAL,4,4,1.1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,400,0.413,36,0.306,0.0,0.0,0.028,0.111,0.0,0.0,0.056,0.222,0.0,95.5,0.341,129,0.178,0.008,0.0,0.023,0.155,0.016,0.016,0.023,0.279,0.0,98.705,0
29,SEA-2018-07-04,2018-07-04,LAA,A,SEA,5,5,1.0,1,2,1,0,0,0,0,3,0,0,0,0,2,2,0,3,480,0.359,32,0.25,0.0,0.0,0.031,0.094,0.0,0.0,0.031,0.219,0.0,95.938,0.331,133,0.173,0.008,0.0,0.023,0.15,0.015,0.015,0.023,0.278,0.0,98.744,0
30,LAA-2018-07-06,2018-07-06,LAA,H,LAD,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,297,0.361,31,0.226,0.032,0.0,0.032,0.065,0.0,0.0,0.032,0.29,0.0,95.935,0.334,138,0.174,0.014,0.0,0.022,0.145,0.014,0.014,0.022,0.29,0.0,98.645,0
