,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
34,WSN-2015-04-09,2015-04-09,WSN,H,NYM,29,25,5.1,3,9,0,0,0,3,0,5,1,0,1,5,15,8,2,99,2929,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.296,819.0,0.149,0.048,0.002,0.027,0.046,0.005,0.006,0.016,0.276,0.004,99.817,1
35,BOS-2015-04-14,2015-04-14,WSN,A,BOS,27,26,5.1,5,10,1,0,1,0,0,5,1,0,0,12,9,5,0,4,2808,0.369,30.0,0.3,0.0,0.0,0.0,0.1,0.0,0.033,0.033,0.167,0.0,97.633,0.302,822.0,0.157,0.047,0.002,0.026,0.049,0.005,0.006,0.017,0.266,0.004,99.853,0
36,WSN-2015-04-19,2015-04-19,WSN,H,PHI,29,27,7.1,1,5,2,0,0,2,0,7,0,0,0,9,11,3,3,4,2929,0.389,57.0,0.298,0.018,0.0,0.018,0.053,0.0,0.035,0.018,0.175,0.0,100.649,0.3,826.0,0.159,0.048,0.001,0.025,0.045,0.004,0.007,0.017,0.265,0.004,100.04,0
37,MIA-2015-04-25,2015-04-25,WSN,A,MIA,25,23,6.0,4,8,2,0,0,2,0,6,0,0,3,11,6,5,0,5,2425,0.333,86.0,0.233,0.035,0.0,0.012,0.058,0.0,0.023,0.012,0.198,0.0,100.767,0.299,804.0,0.155,0.049,0.001,0.026,0.045,0.004,0.007,0.015,0.256,0.004,100.077,0
38,NYM-2015-04-30,2015-04-30,WSN,A,NYM,23,22,5.1,2,6,2,0,0,1,0,7,0,0,0,5,10,5,2,4,2185,0.331,82.0,0.207,0.061,0.0,0.012,0.049,0.0,0.012,0.037,0.22,0.0,99.537,0.301,829.0,0.158,0.049,0.001,0.025,0.046,0.004,0.007,0.018,0.256,0.004,99.984,0
39,WSN-2015-05-05,2015-05-05,WSN,H,MIA,17,13,3.0,2,4,0,1,0,2,0,2,1,0,0,5,7,5,0,4,1717,0.291,78.0,0.167,0.077,0.0,0.0,0.064,0.0,0.0,0.038,0.256,0.0,96.654,0.301,828.0,0.157,0.052,0.001,0.024,0.046,0.004,0.007,0.017,0.258,0.004,99.874,0
40,ARI-2015-05-12,2015-05-12,WSN,A,ARI,20,17,3.1,7,8,1,1,2,1,0,3,0,1,0,5,11,9,1,6,2100,0.347,66.0,0.197,0.061,0.015,0.0,0.076,0.0,0.015,0.045,0.227,0.0,95.864,0.305,815.0,0.155,0.053,0.002,0.025,0.047,0.004,0.009,0.016,0.258,0.004,99.893,0
41,SDP-2015-05-17,2015-05-17,WSN,A,SDP,22,21,5.0,3,5,1,0,1,1,0,7,0,0,0,7,7,2,0,4,2090,0.418,61.0,0.18,0.049,0.033,0.033,0.066,0.0,0.016,0.0,0.197,0.016,98.393,0.313,806.0,0.154,0.052,0.004,0.027,0.048,0.004,0.009,0.016,0.257,0.005,99.836,0
42,WSN-2015-05-23,2015-05-23,WSN,H,PHI,20,19,3.2,5,7,3,0,1,1,0,3,0,0,0,9,7,6,1,5,2020,0.424,60.0,0.167,0.033,0.033,0.05,0.067,0.0,0.017,0.0,0.2,0.017,98.45,0.314,799.0,0.154,0.051,0.004,0.029,0.049,0.004,0.006,0.016,0.263,0.005,99.697,0
43,CIN-2015-05-29,2015-05-29,WSN,A,CIN,5,4,1.0,1,2,0,0,1,1,0,0,0,0,1,2,2,2,0,5,505,0.443,63.0,0.159,0.079,0.016,0.063,0.048,0.0,0.0,0.0,0.206,0.016,98.571,0.316,791.0,0.153,0.054,0.004,0.029,0.048,0.003,0.005,0.015,0.26,0.004,99.861,0
