,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,SEA-2020-08-22,2020-08-22,SEA,H,TEX,4,4,1.0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,99,380,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
1,SDP-2020-08-25,2020-08-25,SEA,A,SDP,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,2,384,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
2,SDP-2020-08-27,2020-08-27,SEA,A,SDP,4,2,0.1,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,1,384,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
3,LAA-2020-08-29,2020-08-29,SEA,A,LAA,7,4,0.2,4,3,1,0,1,2,0,0,1,0,1,1,3,3,0,1,714,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
4,SEA-2020-09-07,2020-09-07,SEA,H,TEX,5,3,0.1,2,2,0,0,0,2,0,1,0,0,0,2,0,0,0,8,475,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
5,SFG-2020-09-09,2020-09-09,SEA,A,SFG,5,4,1.0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,485,0.322,74,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,0.322,667,0.137,0.042,0.004,0.035,0.092,0.003,0.012,0.019,0.234,0.006,100.0,1
6,SEA-2021-05-05,2021-05-05,SEA,H,BAL,6,6,1.0,3,3,0,0,1,0,0,0,0,0,0,3,3,1,1,99,570,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
7,TEX-2021-05-08,2021-05-08,SEA,A,TEX,3,3,0.2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,297,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
8,LAD-2021-05-12,2021-05-12,SEA,A,LAD,6,6,1.0,1,3,0,0,0,0,0,0,0,0,0,3,3,2,0,3,582,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
9,SDP-2021-05-21,2021-05-21,SEA,A,SDP,5,4,1.0,1,1,1,0,0,1,0,1,0,0,0,0,3,2,0,8,480,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.463,45,0.222,0.022,0.0,0.044,0.156,0.0,0.044,0.022,0.178,0.0,94.911,1
