,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,ATL-2016-05-30,2016-05-30,SFG,A,ATL,3,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,99,297,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
1,ATL-2016-06-02,2016-06-02,SFG,A,ATL,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,396,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
2,SFG-2016-06-11,2016-06-11,SFG,H,LAD,5,5,1.0,1,2,0,0,1,0,0,1,0,0,0,0,4,2,0,8,485,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
3,SFG-2016-06-15,2016-06-15,SFG,H,MIL,8,7,2.0,0,1,0,0,0,1,0,0,0,0,0,4,3,2,1,3,776,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
4,PIT-2016-06-21,2016-06-21,SFG,A,PIT,6,6,1.0,1,3,1,0,0,0,0,1,0,0,0,2,3,0,2,5,588,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
5,SFG-2016-06-27,2016-06-27,SFG,H,OAK,14,11,3.0,2,4,0,0,0,3,0,1,0,0,1,3,7,3,1,5,1358,0.393,20,0.2,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.1,0.0,92.45,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
6,OAK-2016-06-29,2016-06-29,SFG,A,OAK,3,3,1.0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,1,294,0.395,34,0.235,0.029,0.0,0.029,0.118,0.0,0.0,0.029,0.088,0.0,94.324,0.345,41,0.195,0.024,0.0,0.024,0.122,0.0,0.0,0.024,0.146,0.0,95.122,0
7,COL-2017-04-22,2017-04-22,SFG,A,COL,10,9,3.0,0,0,0,0,0,1,0,3,0,0,0,4,2,0,1,99,1150,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.34,44,0.205,0.023,0.0,0.023,0.114,0.0,0.0,0.045,0.136,0.0,95.318,1
8,SFG-2017-04-29,2017-04-29,SFG,H,SDP,6,5,0.1,5,4,1,0,0,1,0,0,0,0,0,2,3,2,0,6,576,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.289,54,0.167,0.019,0.0,0.019,0.111,0.0,0.0,0.037,0.167,0.0,98.963,1
9,DET-2017-07-06,2017-07-06,SFG,A,DET,29,24,6.2,5,6,1,1,1,5,0,1,0,0,1,11,12,6,1,67,2929,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,1
10,SFG-2017-07-25,2017-07-25,SFG,H,PIT,18,16,4.0,2,6,1,0,0,1,0,4,0,1,1,7,6,4,0,18,1728,0.374,30,0.1,0.033,0.033,0.033,0.167,0.0,0.0,0.033,0.033,0.0,97.633,0.359,46,0.13,0.043,0.022,0.022,0.152,0.0,0.0,0.022,0.087,0.0,101.196,0
11,SFG-2017-08-05,2017-08-05,SFG,H,ARI,24,18,5.0,2,5,3,0,0,4,0,4,1,1,0,5,10,6,1,10,2304,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.357,64,0.172,0.047,0.016,0.016,0.125,0.0,0.0,0.031,0.125,0.016,99.734,1
12,WSN-2017-08-13,2017-08-13,SFG,A,WSN,26,25,6.2,0,5,0,0,0,1,0,10,0,0,0,7,9,5,1,7,2652,0.363,43,0.163,0.093,0.0,0.0,0.116,0.0,0.023,0.023,0.186,0.047,93.767,0.362,88,0.148,0.068,0.011,0.011,0.136,0.0,0.011,0.023,0.136,0.023,98.716,0
13,SFG-2017-08-21,2017-08-21,SFG,H,MIL,24,22,6.0,0,4,0,0,0,2,0,1,0,0,0,11,10,6,2,7,2304,0.28,51,0.137,0.059,0.0,0.0,0.098,0.0,0.02,0.0,0.275,0.02,97.176,0.323,114,0.158,0.053,0.009,0.009,0.114,0.0,0.009,0.018,0.193,0.018,99.465,0
