,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,SDP-2017-07-24,2017-07-24,SDP,H,NYM,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,99,388,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,1
1,CHW-2018-09-05,2018-09-05,CHW,H,DET,7,6,1.1,0,2,0,0,0,1,0,2,0,0,0,2,2,2,0,99,693,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
2,CHW-2018-09-09,2018-09-09,CHW,H,LAA,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
3,KCR-2018-09-12,2018-09-12,CHW,A,KCR,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,102,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
4,BAL-2018-09-16,2018-09-16,CHW,A,BAL,4,4,1.0,1,1,0,0,1,0,0,2,0,0,0,1,1,0,0,3,400,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
5,CHW-2018-09-21,2018-09-21,CHW,H,CHC,4,3,0.2,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0,4,396,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
6,CHW-2018-09-26,2018-09-26,CHW,H,CLE,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,4,396,0.318,76,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,0.318,685,0.142,0.045,0.004,0.03,0.085,0.005,0.011,0.019,0.223,0.007,100.0,1
7,CHW-2019-04-06,2019-04-06,CHW,H,SEA,5,4,0.1,3,3,0,0,1,0,0,1,1,0,0,0,3,2,0,99,495,0.323,77,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,0.323,691,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,1
8,CHW-2019-04-07,2019-04-07,CHW,H,SEA,3,3,0.1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,297,0.323,77,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,0.323,691,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,1
9,CHW-2019-04-09,2019-04-09,CHW,H,TBR,3,3,0.2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,297,0.323,77,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,0.323,691,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,1
10,NYY-2019-04-12,2019-04-12,CHW,A,NYY,2,2,0.1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,198,0.323,77,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,0.323,691,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,1
11,CHW-2019-04-17,2019-04-17,CHW,H,KCR,10,8,2.0,1,3,0,0,0,2,0,1,0,0,0,1,6,2,3,4,990,0.323,77,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,0.323,691,0.139,0.046,0.004,0.036,0.085,0.004,0.011,0.018,0.229,0.006,100.0,1
12,DET-2019-04-21,2019-04-21,CHW,A,DET,5,5,1.0,1,2,0,0,1,0,0,0,0,0,0,0,5,1,1,3,500,0.516,24,0.375,0.0,0.0,0.042,0.083,0.0,0.042,0.0,0.167,0.0,94.875,0.447,45,0.289,0.0,0.0,0.044,0.111,0.0,0.022,0.0,0.222,0.0,96.956,0
13,BAL-2019-04-24,2019-04-24,CHW,A,BAL,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,306,0.524,29,0.345,0.0,0.0,0.069,0.069,0.0,0.034,0.0,0.138,0.0,95.759,0.461,50,0.28,0.0,0.0,0.06,0.1,0.0,0.02,0.0,0.2,0.0,97.26,0
14,CHW-2019-04-29,2019-04-29,CHW,H,BAL,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,99,0.371,24,0.25,0.0,0.0,0.042,0.083,0.0,0.0,0.0,0.125,0.0,95.458,0.434,53,0.264,0.0,0.0,0.057,0.094,0.0,0.019,0.0,0.189,0.0,97.528,0
15,CHW-2019-05-01,2019-05-01,CHW,H,BAL,5,4,1.0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,1,495,0.407,22,0.273,0.0,0.0,0.045,0.091,0.0,0.0,0.0,0.091,0.0,95.136,0.443,54,0.278,0.0,0.0,0.056,0.093,0.0,0.019,0.0,0.185,0.0,97.556,0
