,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
5,BAL-2015-04-25,2015-04-25,BOS,A,BAL,8,8,2.0,0,2,0,0,0,0,0,1,0,0,0,6,1,0,0,99,808,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.369,40.0,0.125,0.125,0.0,0.025,0.05,0.0,0.0,0.025,0.2,0.025,100.45,1
6,TOR-2015-05-09,2015-05-09,BOS,A,TOR,9,8,1.1,1,4,1,0,0,1,0,1,0,0,0,1,6,3,2,13,909,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.344,48.0,0.146,0.104,0.0,0.021,0.042,0.0,0.0,0.021,0.188,0.021,100.542,1
7,OAK-2015-05-11,2015-05-11,BOS,A,OAK,7,6,2.0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,2,1,686,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.372,57.0,0.175,0.105,0.0,0.018,0.053,0.0,0.0,0.018,0.175,0.018,100.614,1
8,SEA-2015-05-14,2015-05-14,BOS,A,SEA,4,4,1.0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,2,384,0.293,25.0,0.2,0.04,0.0,0.0,0.08,0.0,0.0,0.0,0.12,0.0,96.12,0.341,64.0,0.156,0.094,0.0,0.016,0.062,0.0,0.0,0.016,0.172,0.016,100.328,0
9,SEA-2015-05-17,2015-05-17,BOS,A,SEA,5,4,1.0,0,1,0,0,0,1,0,1,0,0,0,2,1,1,0,2,480,0.352,21.0,0.238,0.048,0.0,0.0,0.095,0.0,0.0,0.048,0.095,0.0,94.238,0.348,68.0,0.176,0.088,0.0,0.015,0.059,0.0,0.0,0.029,0.162,0.015,100.074,0
10,BOS-2015-05-20,2015-05-20,BOS,H,TEX,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,312,0.344,26.0,0.231,0.038,0.0,0.0,0.115,0.0,0.0,0.038,0.115,0.0,94.577,0.345,73.0,0.178,0.082,0.0,0.014,0.068,0.0,0.0,0.027,0.164,0.014,99.795,0
11,BOS-2015-05-22,2015-05-22,BOS,H,LAA,5,4,0.1,2,2,0,0,2,1,0,0,0,0,0,0,4,0,0,1,520,0.307,29.0,0.207,0.034,0.0,0.0,0.103,0.0,0.0,0.034,0.138,0.0,95.552,0.332,76.0,0.171,0.079,0.0,0.013,0.066,0.0,0.0,0.026,0.171,0.013,99.961,0
12,MIN-2015-05-25,2015-05-25,BOS,A,MIN,15,15,3.1,0,5,1,0,0,0,0,5,0,0,0,4,6,3,0,2,1530,0.407,34.0,0.176,0.029,0.0,0.059,0.118,0.0,0.0,0.029,0.118,0.0,96.794,0.373,81.0,0.16,0.074,0.0,0.037,0.074,0.0,0.0,0.025,0.16,0.012,100.21,0
13,TEX-2015-05-29,2015-05-29,BOS,A,TEX,3,2,0.1,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,3,315,0.379,49.0,0.204,0.041,0.0,0.041,0.082,0.0,0.0,0.02,0.184,0.0,98.388,0.365,96.0,0.177,0.073,0.0,0.031,0.062,0.0,0.0,0.021,0.188,0.01,100.49,0
14,TEX-2015-05-30,2015-05-30,BOS,A,TEX,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,420,0.37,43.0,0.163,0.047,0.0,0.047,0.093,0.0,0.0,0.023,0.186,0.0,98.302,0.374,99.0,0.172,0.081,0.0,0.03,0.071,0.0,0.0,0.02,0.182,0.01,100.626,0
15,BOS-2015-06-04,2015-06-04,BOS,H,MIN,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,104,0.4,36.0,0.167,0.056,0.0,0.056,0.083,0.0,0.0,0.0,0.222,0.0,99.361,0.368,103.0,0.175,0.078,0.0,0.029,0.068,0.0,0.0,0.019,0.184,0.01,100.796,0
16,BOS-2015-06-06,2015-06-06,BOS,H,OAK,1,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,0.389,37.0,0.162,0.054,0.0,0.054,0.081,0.0,0.0,0.0,0.216,0.0,99.486,0.365,104.0,0.173,0.077,0.0,0.029,0.067,0.0,0.0,0.019,0.183,0.01,100.827,0
17,BAL-2015-06-09,2015-06-09,BOS,A,BAL,5,4,1.0,1,2,1,0,0,0,0,0,0,0,0,3,2,0,0,2,505,0.388,33.0,0.152,0.061,0.0,0.061,0.061,0.0,0.0,0.0,0.242,0.0,100.152,0.361,105.0,0.171,0.076,0.0,0.029,0.067,0.0,0.0,0.019,0.19,0.01,100.857,0
18,BOS-2015-06-12,2015-06-12,BOS,H,TOR,3,3,0.0,3,3,1,0,0,0,0,0,0,0,0,2,1,1,0,2,312,0.348,30.0,0.2,0.1,0.0,0.0,0.033,0.0,0.0,0.0,0.233,0.0,99.267,0.368,110.0,0.173,0.082,0.0,0.027,0.064,0.0,0.0,0.018,0.182,0.009,100.864,0
19,BOS-2015-06-13,2015-06-13,BOS,H,TOR,8,8,2.0,1,2,0,0,1,0,0,1,0,0,0,4,3,1,1,0,832,0.412,33.0,0.242,0.121,0.0,0.0,0.03,0.0,0.0,0.0,0.212,0.0,99.697,0.385,113.0,0.186,0.088,0.0,0.027,0.062,0.0,0.0,0.018,0.177,0.009,100.947,0
20,TBR-2015-06-27,2015-06-27,BOS,A,TBR,8,7,1.2,2,2,0,0,2,1,0,4,0,0,0,1,2,0,0,13,776,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.385,121.0,0.182,0.083,0.0,0.033,0.058,0.0,0.0,0.017,0.174,0.008,101.149,1
21,TOR-2015-07-02,2015-07-02,BOS,A,TOR,4,4,1.0,0,2,0,0,0,0,0,1,0,0,1,1,2,2,0,4,404,0.567,20.0,0.15,0.05,0.0,0.15,0.05,0.0,0.0,0.0,0.25,0.0,96.0,0.4,129.0,0.171,0.078,0.0,0.047,0.062,0.0,0.0,0.016,0.194,0.008,100.891,0
22,BOS-2015-07-03,2015-07-03,BOS,H,HOU,8,7,1.1,2,3,1,0,0,1,0,3,0,0,0,0,4,2,1,0,832,0.476,21.0,0.143,0.0,0.0,0.143,0.048,0.0,0.0,0.048,0.286,0.0,95.81,0.401,133.0,0.18,0.075,0.0,0.045,0.06,0.0,0.0,0.023,0.195,0.008,100.895,0
23,BOS-2015-07-05,2015-07-05,BOS,H,HOU,1,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,104,0.514,21.0,0.19,0.048,0.0,0.095,0.095,0.0,0.0,0.048,0.381,0.0,95.81,0.405,141.0,0.184,0.078,0.0,0.043,0.064,0.0,0.0,0.021,0.206,0.007,101.071,0
24,BOS-2015-07-08,2015-07-08,BOS,H,MIA,5,5,1.0,1,2,0,0,1,0,0,0,0,0,0,0,5,3,1,2,520,0.49,22.0,0.182,0.045,0.0,0.091,0.091,0.0,0.0,0.045,0.409,0.0,96.182,0.402,142.0,0.183,0.077,0.0,0.042,0.063,0.0,0.0,0.021,0.211,0.007,101.092,0
25,BOS-2015-07-10,2015-07-10,BOS,H,NYY,2,0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,208,0.509,27.0,0.185,0.037,0.0,0.111,0.074,0.0,0.0,0.037,0.333,0.0,97.63,0.409,147.0,0.184,0.075,0.0,0.048,0.061,0.0,0.0,0.02,0.204,0.007,101.19,0
26,BOS-2015-08-17,2015-08-17,BOS,H,CLE,24,20,5.0,6,6,2,0,1,3,0,7,0,0,0,7,7,5,0,37,2496,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.413,149.0,0.181,0.074,0.0,0.047,0.067,0.0,0.007,0.02,0.201,0.007,101.228,1
27,BOS-2015-08-22,2015-08-22,BOS,H,KCR,25,23,5.1,5,8,1,0,1,1,0,2,1,0,1,9,12,10,2,4,2600,0.404,25.0,0.12,0.08,0.0,0.04,0.12,0.0,0.0,0.0,0.28,0.0,99.84,0.413,173.0,0.173,0.075,0.0,0.046,0.075,0.0,0.006,0.017,0.214,0.006,101.613,0
28,TBR-2015-09-12,2015-09-12,BOS,A,TBR,4,4,1.0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,20,388,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.42,186.0,0.188,0.065,0.0,0.048,0.075,0.0,0.011,0.022,0.199,0.005,101.715,1
