,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,COL-2016-08-20,2016-08-20,COL,H,CHC,20,19,4.0,6,7,1,0,1,1,0,2,0,0,1,8,9,5,0,99,2320,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
1,WSN-2016-08-26,2016-08-26,COL,A,WSN,27,23,6.0,3,6,2,0,2,4,0,3,0,0,1,9,11,3,1,5,2754,0.417,21,0.238,0.048,0.0,0.048,0.048,0.0,0.0,0.048,0.095,0.0,110.476,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
2,COL-2016-08-31,2016-08-31,COL,H,LAD,21,18,5.0,2,3,1,0,1,3,0,0,0,0,0,8,10,4,1,4,2436,0.412,48,0.146,0.062,0.0,0.062,0.104,0.0,0.0,0.042,0.104,0.0,105.708,0.416,48,0.146,0.062,0.0,0.062,0.104,0.0,0.0,0.042,0.104,0.0,105.708,0
3,SDP-2016-09-08,2016-09-08,COL,A,SDP,17,14,2.2,0,6,0,0,1,2,0,3,0,0,0,5,7,3,1,7,1649,0.376,69,0.116,0.058,0.0,0.058,0.116,0.0,0.0,0.029,0.072,0.0,108.841,0.38,69,0.116,0.058,0.0,0.058,0.116,0.0,0.0,0.029,0.072,0.0,108.841,0
4,ARI-2016-09-14,2016-09-14,COL,A,ARI,24,22,4.2,4,8,3,0,2,2,0,5,0,0,1,8,9,7,0,5,2520,0.391,66,0.121,0.045,0.0,0.061,0.136,0.0,0.0,0.015,0.091,0.0,103.621,0.401,86,0.151,0.047,0.0,0.058,0.116,0.0,0.0,0.023,0.093,0.0,106.5,0
5,LAD-2016-09-23,2016-09-23,COL,A,LAD,8,7,2.0,0,2,0,0,0,1,0,2,0,0,0,2,3,2,0,8,768,0.489,42,0.19,0.071,0.0,0.071,0.095,0.0,0.0,0.024,0.19,0.0,99.262,0.422,110,0.145,0.064,0.0,0.064,0.109,0.0,0.0,0.027,0.118,0.0,106.173,0
6,SFG-2016-09-27,2016-09-27,COL,A,SFG,10,8,2.0,1,3,1,0,0,2,0,0,0,0,1,6,2,2,0,3,970,0.458,50,0.2,0.06,0.0,0.06,0.1,0.0,0.0,0.02,0.2,0.0,98.74,0.414,118,0.153,0.059,0.0,0.059,0.11,0.0,0.0,0.025,0.127,0.0,105.483,0
7,COL-2016-10-01,2016-10-01,COL,H,MIL,20,18,5.0,1,2,0,0,0,2,1,7,0,0,0,9,2,0,0,3,2320,0.443,43,0.163,0.093,0.0,0.047,0.116,0.0,0.0,0.047,0.163,0.0,99.023,0.416,128,0.156,0.062,0.0,0.055,0.117,0.0,0.0,0.031,0.117,0.0,104.82,0
8,COL-2017-05-09,2017-05-09,COL,H,CHC,5,5,1.1,1,1,0,0,1,0,0,2,0,0,0,1,2,0,1,99,575,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.38,148,0.149,0.054,0.0,0.047,0.115,0.007,0.0,0.027,0.149,0.0,106.331,1
9,COL-2017-05-11,2017-05-11,COL,H,LAD,24,22,5.1,3,6,1,1,1,2,0,8,0,0,0,3,11,4,2,1,2760,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,100.0,0.381,153,0.144,0.052,0.0,0.052,0.111,0.007,0.0,0.026,0.157,0.0,106.614,1
