,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,NYY-2016-04-24,2016-04-24,TBR,A,NYY,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,99,303,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
1,TBR-2016-04-29,2016-04-29,TBR,H,TOR,4,4,1.0,1,1,0,0,1,0,0,0,0,0,0,3,1,0,0,4,388,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
2,TBR-2016-05-03,2016-05-03,TBR,H,LAD,6,6,1.2,0,1,0,0,0,0,0,2,0,0,0,3,1,1,0,3,582,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
3,NYM-2016-05-22,2016-05-22,MIL,A,NYM,7,6,2.0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,18,658,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
4,ATL-2016-05-26,2016-05-26,MIL,A,ATL,8,6,1.2,0,1,0,0,0,1,0,3,1,0,0,1,2,2,0,3,792,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
5,MIL-2016-05-28,2016-05-28,MIL,H,CIN,4,4,1.1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,404,0.322,76,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
6,MIL-2016-05-30,2016-05-30,MIL,H,STL,4,4,0.2,2,2,1,0,1,0,0,1,0,0,0,1,2,1,0,1,404,0.157,20,0.05,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.45,0.0,92.7,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
7,MIL-2016-05-31,2016-05-31,MIL,H,STL,7,6,1.2,1,1,0,1,0,1,0,3,0,0,0,2,1,1,0,0,707,0.271,24,0.042,0.042,0.0,0.042,0.083,0.0,0.042,0.0,0.417,0.0,94.083,0.322,684,0.149,0.045,0.005,0.031,0.082,0.005,0.009,0.02,0.211,0.007,100.0,1
8,PHI-2016-06-05,2016-06-05,MIL,A,PHI,8,8,2.0,0,3,0,0,0,0,0,0,0,0,1,5,3,2,0,4,792,0.283,31,0.032,0.032,0.032,0.032,0.097,0.0,0.032,0.0,0.419,0.0,95.645,0.268,44,0.045,0.023,0.023,0.045,0.068,0.0,0.023,0.0,0.364,0.0,96.318,0
9,SFG-2016-06-13,2016-06-13,MIL,A,SFG,8,6,1.1,2,4,0,0,0,0,0,1,1,1,1,4,2,1,0,7,776,0.337,32,0.125,0.031,0.031,0.031,0.062,0.0,0.031,0.031,0.281,0.0,96.844,0.278,52,0.096,0.019,0.019,0.038,0.058,0.0,0.019,0.019,0.308,0.0,96.731,0
10,SFG-2016-06-15,2016-06-15,MIL,A,SFG,11,11,2.1,0,4,0,0,0,0,0,0,0,0,0,5,6,4,0,1,1067,0.376,40,0.2,0.025,0.025,0.025,0.05,0.0,0.05,0.05,0.25,0.025,96.875,0.312,60,0.15,0.017,0.017,0.033,0.05,0.0,0.033,0.033,0.283,0.017,96.767,0
11,LAD-2016-06-18,2016-06-18,MIL,A,LAD,8,8,1.2,1,3,1,0,0,0,0,4,0,0,0,1,3,2,0,2,768,0.418,39,0.282,0.026,0.026,0.026,0.026,0.0,0.026,0.051,0.128,0.026,96.051,0.313,71,0.183,0.014,0.014,0.028,0.042,0.0,0.028,0.028,0.239,0.014,96.803,0
12,MIL-2016-06-28,2016-06-28,MIL,H,LAD,6,4,1.0,0,1,0,0,0,2,1,1,0,0,0,2,1,1,0,9,606,0.398,28,0.357,0.036,0.0,0.0,0.0,0.0,0.036,0.036,0.179,0.036,93.25,0.32,79,0.19,0.025,0.013,0.025,0.038,0.0,0.025,0.025,0.266,0.013,96.722,0
13,MIL-2016-06-30,2016-06-30,MIL,H,LAD,6,6,1.1,0,2,2,0,0,0,0,3,0,0,0,1,2,2,0,1,606,0.406,34,0.324,0.029,0.0,0.0,0.059,0.029,0.029,0.029,0.176,0.029,94.618,0.328,85,0.188,0.024,0.012,0.024,0.059,0.012,0.024,0.024,0.259,0.012,97.024,0
14,STL-2016-07-01,2016-07-01,MIL,A,STL,10,8,2.1,0,2,0,0,0,2,0,1,0,0,1,4,3,2,0,0,980,0.408,40,0.275,0.075,0.0,0.0,0.05,0.025,0.025,0.025,0.225,0.025,95.575,0.334,91,0.176,0.044,0.011,0.022,0.055,0.011,0.022,0.022,0.275,0.011,97.286,0
15,STL-2016-07-03,2016-07-03,MIL,A,STL,6,5,1.0,1,2,1,0,0,1,0,1,0,0,0,2,2,1,0,1,588,0.388,50,0.26,0.06,0.0,0.0,0.08,0.02,0.02,0.04,0.2,0.02,96.06,0.332,101,0.178,0.04,0.01,0.02,0.069,0.01,0.02,0.03,0.257,0.01,97.356,0
16,MIL-2016-07-09,2016-07-09,MIL,H,STL,5,5,1.0,1,2,1,0,0,0,0,1,0,0,0,1,3,3,0,5,505,0.396,29,0.138,0.103,0.0,0.0,0.172,0.034,0.0,0.034,0.207,0.0,95.862,0.34,107,0.178,0.047,0.009,0.019,0.075,0.009,0.019,0.028,0.252,0.009,97.393,0
17,CIN-2016-07-16,2016-07-16,MIL,A,CIN,6,4,1.0,0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,6,612,0.4,34,0.147,0.118,0.0,0.0,0.147,0.029,0.0,0.029,0.206,0.0,96.618,0.344,112,0.179,0.054,0.009,0.018,0.071,0.009,0.018,0.027,0.25,0.009,97.554,0
18,PIT-2016-07-21,2016-07-21,MIL,A,PIT,8,7,2.0,0,1,0,0,0,1,0,0,0,0,0,6,1,0,0,4,784,0.384,28,0.179,0.071,0.0,0.0,0.143,0.0,0.036,0.036,0.143,0.0,95.893,0.346,118,0.178,0.051,0.008,0.017,0.076,0.008,0.025,0.025,0.246,0.008,97.78,0
19,MIL-2016-07-25,2016-07-25,MIL,H,ARI,5,3,1.0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,505,0.315,20,0.15,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.1,0.0,95.05,0.336,126,0.175,0.048,0.008,0.016,0.079,0.008,0.024,0.024,0.23,0.008,97.794,0
20,MIL-2016-07-27,2016-07-27,MIL,H,ARI,9,9,2.1,0,2,1,0,0,0,0,2,0,0,0,5,2,1,1,1,909,0.307,25,0.12,0.04,0.0,0.0,0.16,0.0,0.04,0.0,0.2,0.0,96.24,0.334,131,0.168,0.046,0.008,0.015,0.092,0.008,0.023,0.023,0.244,0.008,97.916,0
21,SDP-2016-08-03,2016-08-03,MIL,A,SDP,10,9,2.0,4,3,0,0,1,1,0,2,0,0,0,2,5,1,2,6,970,0.263,29,0.103,0.034,0.0,0.0,0.138,0.0,0.034,0.0,0.207,0.0,96.897,0.327,140,0.164,0.05,0.007,0.014,0.086,0.007,0.021,0.021,0.243,0.007,98.114,0
