,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,OAK-2015-04-08,2015-04-08,TEX,A,OAK,13,12,2.2,2,4,1,0,0,1,0,2,0,0,0,5,5,3,1,99,1274,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
1,TEX-2015-04-12,2015-04-12,TEX,H,HOU,8,7,2.0,2,2,0,0,1,1,0,0,0,0,1,4,3,2,0,3,840,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
2,TEX-2015-04-15,2015-04-15,TEX,H,LAA,12,11,2.2,0,3,1,0,0,1,1,0,0,0,0,9,2,1,0,2,1260,0.391,22,0.182,0.045,0.0,0.045,0.091,0.0,0.0,0.045,0.091,0.0,96.091,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
3,ARI-2015-04-22,2015-04-22,TEX,A,ARI,9,6,1.2,2,2,1,1,0,1,0,1,0,2,0,2,5,3,0,6,945,0.373,34,0.176,0.059,0.0,0.029,0.088,0.029,0.0,0.029,0.059,0.0,99.235,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
4,TOR-2015-06-18,2015-06-18,NYM,A,TOR,6,6,2.0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,56,606,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.384,43,0.14,0.07,0.023,0.023,0.093,0.023,0.0,0.023,0.07,0.047,100.442,1
5,ATL-2015-06-20,2015-06-20,NYM,A,ATL,5,3,0.2,1,2,0,0,0,1,1,0,0,1,0,3,1,0,0,1,495,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.335,49,0.122,0.061,0.02,0.02,0.082,0.02,0.0,0.02,0.143,0.041,100.51,1
6,MIL-2015-06-24,2015-06-24,NYM,A,MIL,7,6,2.0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,3,714,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.357,54,0.148,0.056,0.019,0.019,0.093,0.037,0.0,0.019,0.13,0.056,100.37,1
7,NYM-2015-06-27,2015-06-27,NYM,H,CIN,7,7,2.0,0,1,0,0,0,0,0,1,0,0,0,3,3,2,0,2,665,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.326,61,0.131,0.049,0.016,0.016,0.098,0.033,0.0,0.016,0.131,0.049,100.557,1
8,NYM-2015-07-02,2015-07-02,NYM,H,CHC,10,8,2.2,0,0,0,0,0,2,1,3,0,0,0,2,3,1,0,4,950,0.167,26,0.115,0.0,0.0,0.0,0.077,0.038,0.0,0.0,0.231,0.038,95.385,0.304,68,0.132,0.044,0.015,0.015,0.088,0.029,0.0,0.015,0.132,0.044,99.985,0
9,LAD-2015-07-05,2015-07-05,NYM,A,LAD,10,10,3.0,0,1,0,0,0,0,0,3,0,0,0,3,4,1,1,2,960,0.163,36,0.083,0.0,0.0,0.0,0.111,0.056,0.0,0.0,0.25,0.028,95.278,0.286,78,0.115,0.038,0.013,0.013,0.103,0.038,0.0,0.013,0.154,0.038,99.346,0
