,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
48,LAD-2015-04-06,2015-04-06,SDP,A,LAD,SS,3,3,1,1,1,0,0,0,0,0,2,0,0,0,0,288,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.295,113.0,0.168,0.044,0.0,0.0,0.08,0.018,0.035,0.009,0.159,0.009,0.0,95.991,1
49,LAD-2015-04-07,2015-04-07,SDP,A,LAD,PH SS,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,192,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.299,116.0,0.164,0.052,0.0,0.0,0.078,0.017,0.034,0.009,0.172,0.009,0.0,95.991,1
50,LAD-2015-04-08,2015-04-08,SDP,A,LAD,PH SS,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,192,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.309,118.0,0.178,0.051,0.0,0.0,0.076,0.017,0.034,0.008,0.169,0.008,0.0,95.992,1
51,SDP-2015-04-09,2015-04-09,SDP,H,SFG,PH SS,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.304,120.0,0.175,0.05,0.0,0.0,0.075,0.017,0.033,0.008,0.175,0.008,0.0,95.992,1
52,SDP-2015-04-10,2015-04-10,SDP,H,SFG,PH SS,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,95,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.304,120.0,0.175,0.05,0.0,0.0,0.075,0.017,0.033,0.008,0.167,0.008,0.0,95.925,1
53,SDP-2015-04-11,2015-04-11,SDP,H,SFG,SS,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,475,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.307,121.0,0.174,0.05,0.0,0.0,0.083,0.017,0.033,0.008,0.165,0.008,0.0,95.917,1
54,CHC-2015-04-19,2015-04-19,SDP,A,CHC,SS,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,400,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.305,116.0,0.164,0.052,0.0,0.0,0.086,0.017,0.034,0.009,0.164,0.009,0.0,95.698,1
55,COL-2015-04-20,2015-04-20,SDP,A,COL,SS,5,5,1,2,1,0,0,0,0,0,1,0,0,0,0,580,0.288,20.0,0.2,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,91.6,0.312,114.0,0.175,0.053,0.0,0.0,0.079,0.018,0.035,0.009,0.167,0.009,0.0,95.833,0
56,COL-2015-04-21,2015-04-21,SDP,A,COL,SS,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,232,0.317,25.0,0.2,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.24,0.0,0.0,96.48,0.326,116.0,0.181,0.06,0.0,0.0,0.078,0.017,0.034,0.009,0.164,0.009,0.0,96.698,0
57,SDP-2015-04-25,2015-04-25,SDP,H,LAD,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,27.0,0.185,0.074,0.0,0.037,0.074,0.0,0.0,0.0,0.222,0.0,0.0,97.926,0.348,115.0,0.183,0.061,0.0,0.009,0.078,0.017,0.035,0.009,0.165,0.009,0.0,97.0,0
58,SDP-2015-04-28,2015-04-28,SDP,H,HOU,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,22.0,0.136,0.045,0.0,0.045,0.091,0.0,0.0,0.0,0.182,0.0,0.0,98.364,0.348,115.0,0.183,0.061,0.0,0.009,0.078,0.017,0.035,0.009,0.165,0.009,0.0,97.0,0
59,SDP-2015-04-29,2015-04-29,SDP,H,HOU,SS,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,285,0.386,20.0,0.15,0.05,0.0,0.05,0.1,0.0,0.0,0.0,0.15,0.0,0.0,98.6,0.348,115.0,0.183,0.061,0.0,0.009,0.078,0.017,0.035,0.009,0.165,0.009,0.0,97.0,0
60,SDP-2015-05-02,2015-05-02,SDP,H,COL,SS,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,380,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.347,113.0,0.186,0.062,0.0,0.009,0.08,0.018,0.027,0.009,0.177,0.009,0.0,96.726,1
61,SFG-2015-05-04,2015-05-04,SDP,A,SFG,SS,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,288,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.345,113.0,0.186,0.053,0.0,0.009,0.088,0.027,0.027,0.009,0.168,0.009,0.0,96.69,1
62,ARI-2015-05-07,2015-05-07,SDP,A,ARI,SS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0.367,22.0,0.136,0.045,0.0,0.045,0.091,0.045,0.0,0.0,0.227,0.0,0.0,98.409,0.345,113.0,0.186,0.053,0.0,0.009,0.088,0.027,0.027,0.009,0.177,0.0,0.0,96.69,0
63,ARI-2015-05-09,2015-05-09,SDP,A,ARI,PH SS,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,210,0.349,23.0,0.13,0.043,0.0,0.043,0.087,0.043,0.0,0.0,0.217,0.0,0.0,98.696,0.342,114.0,0.184,0.053,0.0,0.009,0.088,0.026,0.026,0.009,0.175,0.0,0.0,96.763,0
64,SEA-2015-05-12,2015-05-12,SDP,A,SEA,SS,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,384,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.328,114.0,0.175,0.053,0.0,0.009,0.079,0.026,0.026,0.009,0.193,0.0,0.0,96.921,1
65,SEA-2015-05-13,2015-05-13,SDP,A,SEA,PR SS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.324,118.0,0.178,0.051,0.0,0.008,0.076,0.025,0.025,0.008,0.195,0.0,0.0,96.89,1
66,SDP-2015-05-15,2015-05-15,SDP,H,WSN,SS,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,285,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.321,119.0,0.176,0.05,0.0,0.008,0.076,0.025,0.025,0.008,0.193,0.0,0.0,96.882,1
67,SDP-2015-05-17,2015-05-17,SDP,H,WSN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0.166,22.0,0.136,0.0,0.0,0.0,0.045,0.045,0.0,0.0,0.364,0.0,0.0,92.409,0.321,122.0,0.18,0.049,0.0,0.008,0.074,0.025,0.025,0.008,0.205,0.0,0.0,96.836,0
68,SDP-2015-05-19,2015-05-19,SDP,H,CHC,PH SS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0.159,23.0,0.13,0.0,0.0,0.0,0.043,0.043,0.0,0.0,0.348,0.0,0.0,92.522,0.315,120.0,0.183,0.042,0.0,0.008,0.075,0.025,0.025,0.008,0.208,0.0,0.0,96.717,0
69,SDP-2015-05-20,2015-05-20,SDP,H,CHC,SS,4,2,0,1,0,0,0,0,0,0,1,1,1,0,0,380,0.175,21.0,0.143,0.0,0.0,0.0,0.048,0.048,0.0,0.0,0.286,0.0,0.0,92.286,0.312,121.0,0.182,0.041,0.0,0.008,0.074,0.025,0.025,0.008,0.207,0.0,0.0,96.702,0
