,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
0,CLE-2017-04-29,2017-04-29,SEA,A,CLE,PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
1,CLE-2017-04-30,2017-04-30,SEA,A,CLE,LF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,312,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
2,SEA-2017-05-02,2017-05-02,SEA,H,LAA,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
3,SEA-2017-05-16,2017-05-16,SEA,H,OAK,PH,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,96,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
4,SEA-2017-05-17,2017-05-17,SEA,H,OAK,LF,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,384,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
5,SEA-2017-05-18,2017-05-18,SEA,H,CHW,LF,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,384,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
6,SEA-2017-05-20,2017-05-20,SEA,H,CHW,LF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
7,WSN-2017-05-24,2017-05-24,SEA,A,WSN,PH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,102,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
8,WSN-2017-05-25,2017-05-25,SEA,A,WSN,PH LF RF,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,204,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
9,COL-2017-05-29,2017-05-29,SEA,A,COL,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
10,COL-2017-05-30,2017-05-30,SEA,A,COL,PH,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
11,SEA-2017-06-01,2017-06-01,SEA,H,COL,PH,3,2,0,1,0,0,0,1,1,0,0,0,0,0,0,288,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
12,SEA-2017-06-02,2017-06-02,SEA,H,TBR,PR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0.325,76,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
13,SEA-2017-06-03,2017-06-03,SEA,H,TBR,LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,96,0.367,20,0.2,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.15,0.0,0.0,94.0,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
14,SEA-2017-06-04,2017-06-04,SEA,H,TBR,LF,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0,384,0.349,21,0.19,0.0,0.0,0.0,0.238,0.0,0.0,0.0,0.19,0.0,0.0,94.095,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
15,SEA-2017-06-06,2017-06-06,SEA,H,MIN,PR,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,192,0.303,24,0.167,0.0,0.0,0.0,0.208,0.0,0.0,0.0,0.25,0.0,0.0,94.333,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
16,SEA-2017-06-07,2017-06-07,SEA,H,MIN,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0.257,22,0.136,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.227,0.0,0.0,94.182,0.325,686,0.145,0.045,0.004,0.033,0.085,0.005,0.009,0.02,0.216,0.006,0.005,100.0,1
