,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
24,PHI-2015-04-11,2015-04-11,WSN,A,PHI,P,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,200,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.088,63.0,0.048,0.016,0.0,0.0,0.016,0.0,0.0,0.0,0.333,0.0,0.143,98.095,1
25,WSN-2015-04-16,2015-04-16,WSN,H,PHI,P,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.097,65.0,0.046,0.015,0.0,0.0,0.031,0.0,0.0,0.0,0.323,0.0,0.138,98.154,1
26,WSN-2015-04-22,2015-04-22,WSN,H,STL,P,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,202,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.092,68.0,0.044,0.015,0.0,0.0,0.029,0.0,0.0,0.0,0.324,0.0,0.132,98.279,1
27,ATL-2015-04-27,2015-04-27,WSN,A,ATL,P,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,198,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.104,70.0,0.057,0.014,0.0,0.0,0.029,0.0,0.0,0.0,0.329,0.0,0.129,98.357,1
28,ATL-2015-04-28,2015-04-28,WSN,A,ATL,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.104,72.0,0.056,0.014,0.0,0.0,0.028,0.0,0.0,0.0,0.319,0.0,0.153,98.375,1
29,NYM-2015-05-03,2015-05-03,WSN,A,NYM,P,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,285,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.104,72.0,0.056,0.014,0.0,0.0,0.028,0.0,0.0,0.0,0.319,0.0,0.153,98.375,1
30,WSN-2015-05-05,2015-05-05,WSN,H,MIA,PH,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,101,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.099,75.0,0.053,0.013,0.0,0.0,0.027,0.0,0.0,0.0,0.333,0.0,0.147,98.24,1
31,WSN-2015-05-09,2015-05-09,WSN,H,ATL,P,3,3,0,1,1,0,0,0,0,0,2,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.111,76.0,0.066,0.013,0.0,0.0,0.026,0.0,0.0,0.0,0.329,0.0,0.145,98.276,1
32,SDP-2015-05-14,2015-05-14,WSN,A,SDP,P,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.127,77.0,0.065,0.026,0.0,0.0,0.026,0.0,0.0,0.0,0.351,0.0,0.13,98.208,1
33,WSN-2015-06-18,2015-06-18,WSN,H,TBR,P,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,202,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.144,61.0,0.066,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.361,0.0,0.131,98.164,1
34,WSN-2015-06-25,2015-06-25,WSN,H,ATL,P,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,303,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.162,60.0,0.083,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.35,0.0,0.117,98.167,1
35,PHI-2015-06-26,2015-06-26,WSN,A,PHI,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.175,60.0,0.1,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.333,0.0,0.1,98.267,1
36,ATL-2015-07-01,2015-07-01,WSN,A,ATL,P,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,198,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.172,61.0,0.098,0.033,0.0,0.0,0.033,0.0,0.0,0.0,0.328,0.0,0.098,98.295,1
37,WSN-2015-07-06,2015-07-06,WSN,H,CIN,P,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,202,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.185,61.0,0.098,0.033,0.0,0.0,0.049,0.0,0.0,0.0,0.311,0.0,0.098,98.262,1
38,WSN-2015-07-18,2015-07-18,WSN,H,LAD,P,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,101,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.178,63.0,0.095,0.032,0.0,0.0,0.048,0.0,0.0,0.0,0.333,0.0,0.095,98.349,1
