,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf,imputed
21,ARI-2015-04-10,2015-04-10,ARI,H,LAD,P,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,105,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.046,42.0,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.333,0.0,0.143,101.857,1
22,SDP-2015-04-15,2015-04-15,ARI,A,SDP,P,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,190,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.045,43.0,0.023,0.0,0.0,0.0,0.0,0.0,0.023,0.0,0.349,0.0,0.14,101.93,1
23,ARI-2015-04-21,2015-04-21,ARI,H,TEX,P,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.042,45.0,0.022,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.356,0.0,0.133,101.622,1
24,ARI-2015-04-27,2015-04-27,ARI,H,COL,P,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,210,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.04,47.0,0.021,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.34,0.0,0.128,101.766,1
25,LAD-2015-05-03,2015-05-03,ARI,A,LAD,P,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,192,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.056,49.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.327,0.0,0.143,101.898,1
26,ARI-2015-05-09,2015-05-09,ARI,H,SDP,P,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,210,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.054,51.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.353,0.0,0.137,101.667,1
27,PHI-2015-05-15,2015-05-15,ARI,A,PHI,P,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,200,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.071,53.0,0.038,0.0,0.0,0.0,0.019,0.0,0.019,0.0,0.358,0.0,0.132,101.792,1
28,MIA-2015-05-20,2015-05-20,ARI,A,MIA,P,4,3,0,0,0,0,0,1,0,0,2,0,1,0,0,388,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.091,52.0,0.058,0.0,0.0,0.0,0.019,0.0,0.019,0.0,0.365,0.0,0.115,101.538,1
29,STL-2015-05-25,2015-05-25,ARI,A,STL,P,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,194,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.085,56.0,0.054,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.375,0.0,0.125,101.214,1
30,MIL-2015-05-31,2015-05-31,ARI,A,MIL,P,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,306,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.083,56.0,0.054,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.375,0.0,0.107,100.929,1
31,ARI-2015-06-06,2015-06-06,ARI,H,NYM,P,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,210,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.085,56.0,0.054,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.375,0.0,0.125,100.071,1
32,SFG-2015-06-12,2015-06-12,ARI,A,SFG,P,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,288,0.317,76.0,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,0.007,100.0,0.067,56.0,0.036,0.0,0.0,0.0,0.018,0.0,0.018,0.0,0.393,0.0,0.125,100.071,1
