,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,ATL-2014-07-19,2014-07-19,ATL,H,PHI,4,0.2,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,99
1,ATL-2014-07-23,2014-07-23,ATL,H,MIA,5,1.0,0,1,0,0,0,1,0,2,0,0,0,0,2,1,0,3
2,ATL-2014-07-25,2014-07-25,ATL,H,SDP,5,1.2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1
3,ATL-2014-07-27,2014-07-27,ATL,H,SDP,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,3,1
4,ATL-2014-07-29,2014-07-29,ATL,A,LAD,4,0.2,1,2,1,0,0,0,0,2,0,0,0,0,2,2,0,1
5,ATL-2014-09-01,2014-09-01,ATL,H,PHI,4,1.0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,33
6,ATL-2014-09-03,2014-09-03,ATL,H,PHI,4,1.0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1
7,ATL-2014-09-14,2014-09-14,ATL,A,TEX,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,10
8,ATL-2014-09-15,2014-09-15,ATL,H,WSN,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,ATL-2014-09-19,2014-09-19,ATL,H,NYM,4,1.0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3
10,ATL-2014-09-20,2014-09-20,ATL,H,NYM,5,1.0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
11,ATL-2014-09-23,2014-09-23,ATL,H,PIT,3,1.0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2
12,ATL-2014-09-24,2014-09-24,ATL,H,PIT,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,ATL-2014-09-26,2014-09-26,ATL,A,PHI,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14,ATL-2014-09-27,2014-09-27,ATL,A,PHI,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,NYY-2015-04-06,2015-04-06,NYY,H,TOR,5,1.1,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,99
1,NYY-2015-04-10,2015-04-10,NYY,H,BOS,13,3.1,0,3,0,0,0,0,0,4,0,0,0,4,5,3,1,3
2,NYY-2015-04-22,2015-04-22,NYY,A,DET,3,1.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,11
3,NYY-2015-04-24,2015-04-24,NYY,H,NYM,4,1.1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1
4,NYY-2015-04-26,2015-04-26,NYY,H,NYM,3,0.2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
