,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,TBR-2014-04-02,2014-04-02,TBR,H,TOR,26,5.2,2,6,2,0,1,3,0,4,0,0,0,7,12,5,2,99
1,TBR-2014-04-07,2014-04-07,TBR,A,KCR,18,4.1,1,4,0,1,0,2,0,2,0,0,1,7,7,6,1,4
0,TBR-2015-07-02,2015-07-02,TBR,H,CLE,21,4.2,4,6,0,0,0,2,0,4,0,1,1,5,10,6,1,99
1,TBR-2015-07-07,2015-07-07,TBR,A,KCR,24,4.1,4,9,0,0,1,2,0,1,2,0,1,8,11,5,0,4
2,TBR-2015-07-12,2015-07-12,TBR,H,HOU,23,5.0,3,5,1,0,1,3,0,3,0,0,0,7,10,1,0,4
3,TBR-2015-07-20,2015-07-20,TBR,A,PHI,20,4.2,4,5,1,1,0,3,0,3,0,0,1,3,11,4,3,7
4,TBR-2015-07-26,2015-07-26,TBR,H,BAL,25,5.0,5,8,1,0,1,2,1,4,1,0,1,9,9,6,2,5
5,TBR-2015-08-01,2015-08-01,TBR,A,BOS,19,3.0,6,9,3,0,1,1,0,2,0,2,0,6,10,5,0,5
6,TBR-2015-09-05,2015-09-05,TBR,A,NYY,20,4.2,2,3,1,0,0,2,0,3,1,0,0,6,8,3,2,34
7,TBR-2015-09-12,2015-09-12,TBR,H,BOS,25,5.0,6,9,2,0,4,1,0,3,0,0,0,7,14,4,1,6
8,TBR-2015-09-17,2015-09-17,TBR,H,BAL,23,7.0,0,2,1,0,0,0,0,9,0,0,0,4,10,1,2,4
9,TBR-2015-09-22,2015-09-22,TBR,A,BOS,27,6.2,2,7,2,0,0,2,0,7,0,0,1,9,9,7,0,4
10,TBR-2015-09-29,2015-09-29,TBR,H,MIA,27,7.0,1,7,3,0,0,1,0,3,0,0,2,12,11,7,2,6
11,TBR-2015-10-04,2015-10-04,TBR,H,TOR,24,6.0,1,4,0,0,1,4,0,4,0,0,1,9,7,1,3,4
0,TBR-2016-04-06,2016-04-06,TBR,H,TOR,23,5.0,3,5,0,0,1,2,0,6,1,0,0,8,6,2,1,99
1,TBR-2016-04-12,2016-04-12,TBR,H,CLE,26,7.0,1,5,1,0,1,1,0,5,0,0,0,6,14,3,2,5
2,TBR-2016-04-17,2016-04-17,TBR,H,CHW,25,6.1,2,5,1,0,0,0,0,10,1,0,0,8,6,5,0,4
3,TBR-2016-04-22,2016-04-22,TBR,A,NYY,29,6.2,4,8,0,0,1,2,0,5,0,0,1,7,15,8,2,4
4,TBR-2016-04-27,2016-04-27,TBR,H,BAL,26,7.0,3,3,0,0,1,2,0,9,0,0,0,6,9,6,0,4
5,TBR-2016-05-03,2016-05-03,TBR,H,LAD,24,4.1,7,8,2,0,2,3,0,2,0,0,0,10,9,3,0,5
6,TBR-2016-05-09,2016-05-09,TBR,A,SEA,25,4.2,2,7,2,0,0,4,0,6,0,1,0,6,9,5,0,5
7,TBR-2016-05-15,2016-05-15,TBR,H,OAK,22,5.0,4,7,0,0,2,1,0,3,0,0,0,9,9,2,2,5
8,TBR-2016-05-23,2016-05-23,TBR,A,MIA,24,5.0,5,10,2,0,1,1,0,3,0,0,1,8,12,9,0,7
9,TBR-2016-05-28,2016-05-28,TBR,H,NYY,29,6.2,3,8,0,0,1,3,0,7,0,0,1,7,12,3,6,4
10,TBR-2016-06-02,2016-06-02,TBR,A,MIN,25,5.0,4,8,2,0,2,2,0,4,0,1,0,5,14,4,3,4
11,TBR-2016-06-07,2016-06-07,TBR,A,ARI,27,7.0,5,7,2,0,2,1,0,3,0,0,1,10,13,4,2,4
12,TBR-2016-06-12,2016-06-12,TBR,H,HOU,25,7.0,0,2,0,0,0,1,0,10,1,0,0,7,6,2,1,4
13,TBR-2016-06-18,2016-06-18,TBR,H,SFG,26,6.0,2,6,1,0,1,2,0,5,1,0,0,7,11,6,3,5
14,TBR-2016-06-24,2016-06-24,TBR,A,BAL,28,6.2,5,7,1,0,1,1,0,6,0,0,0,7,14,5,2,5
15,TBR-2016-06-29,2016-06-29,TBR,H,BOS,26,7.0,0,3,0,0,0,2,0,6,0,0,0,4,14,4,3,4
16,TBR-2016-07-04,2016-07-04,TBR,H,LAA,30,6.2,2,6,3,0,1,2,0,3,1,0,0,8,16,6,4,4
17,TBR-2016-07-09,2016-07-09,TBR,A,BOS,28,6.0,2,7,0,0,1,3,0,4,0,0,1,9,12,2,3,4
18,TBR-2016-07-16,2016-07-16,TBR,H,BAL,27,7.1,2,5,0,0,1,1,0,1,0,0,1,6,19,7,0,6
19,TBR-2016-07-21,2016-07-21,TBR,A,OAK,27,7.0,3,4,0,0,1,2,0,6,0,0,0,9,10,4,1,4
20,TBR-2016-07-27,2016-07-27,TBR,A,LAD,27,6.2,0,4,0,0,0,4,0,5,0,0,1,5,13,4,3,5
21,SFG-2016-08-04,2016-08-04,SFG,A,PHI,27,6.0,2,3,1,0,0,6,0,7,0,0,0,7,7,2,0,7
22,SFG-2016-08-09,2016-08-09,SFG,A,MIA,25,6.0,2,3,1,0,0,5,0,7,0,0,0,5,8,3,2,4
23,SFG-2016-08-15,2016-08-15,SFG,H,PIT,27,6.0,5,6,0,0,1,3,0,5,0,0,0,6,13,7,1,5
24,SFG-2016-08-20,2016-08-20,SFG,H,NYM,21,5.0,3,5,2,0,1,3,0,3,0,1,1,8,7,2,0,4
25,SFG-2016-08-25,2016-08-25,SFG,A,LAD,30,8.2,0,1,0,0,0,3,0,7,0,0,0,11,9,6,1,4
26,SFG-2016-08-31,2016-08-31,SFG,H,ARI,21,5.1,1,5,0,0,0,1,0,7,0,0,0,5,8,3,1,5
27,SFG-2016-09-05,2016-09-05,SFG,A,COL,17,2.2,6,5,0,0,2,4,1,1,0,1,0,3,9,5,1,4
28,SFG-2016-09-11,2016-09-11,SFG,A,ARI,29,7.0,2,8,2,1,0,1,0,11,0,0,1,6,11,8,0,5
29,SFG-2016-09-16,2016-09-16,SFG,H,STL,24,5.0,2,7,0,0,0,3,0,4,0,0,1,8,9,4,1,4
30,SFG-2016-09-21,2016-09-21,SFG,A,LAD,11,1.0,6,7,0,0,1,1,0,0,1,0,0,5,4,2,0,4
31,SFG-2016-09-27,2016-09-27,SFG,H,COL,29,7.2,1,6,2,0,0,0,0,11,0,0,0,8,10,5,1,5
32,SFG-2016-10-02,2016-10-02,SFG,H,LAD,28,8.0,1,3,0,0,0,2,0,6,0,0,1,7,13,4,4,4
0,SFG-2017-04-05,2017-04-05,SFG,A,ARI,27,5.1,3,8,5,0,0,2,0,3,0,0,0,11,11,5,1,99
1,SFG-2017-04-10,2017-04-10,SFG,H,ARI,28,8.0,1,3,1,0,1,0,0,5,1,0,0,10,12,2,1,4
2,SFG-2017-04-15,2017-04-15,SFG,H,COL,30,5.2,5,10,2,0,1,3,0,5,0,0,0,9,13,7,1,4
3,SFG-2017-04-22,2017-04-22,SFG,A,COL,21,4.0,6,9,2,1,3,1,0,4,0,0,1,7,9,4,0,6
