,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,SDP-2015-09-29,2015-09-29,MIL,A,SDP,24,22,5.0,3,8,1,1,0,2,0,7,0,0,2,9,6,5,0,99,2280,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,MIL-2015-10-04,2015-10-04,MIL,H,CHC,22,18,5.0,3,6,0,0,0,3,0,3,1,0,2,8,7,5,1,4,2244,0.396,25,0.24,0.04,0.04,0.0,0.08,0.0,0.0,0.08,0.28,0.0,91.2,0.402,25,0.24,0.04,0.04,0.0,0.08,0.0,0.0,0.08,0.28,0.0,91.2
2,CIN-2017-06-29,2017-06-29,MIL,A,CIN,10,9,2.0,1,4,1,0,0,1,0,0,0,0,1,4,5,4,0,99,1020,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,MIL-2018-04-16,2018-04-16,MIL,H,CIN,13,10,3.0,1,2,1,0,0,3,0,2,0,0,1,4,4,3,0,99,1300,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.456,11,0.273,0.091,0.0,0.0,0.091,0.0,0.0,0.091,0.0,0.0,92.727
4,MIL-2018-05-06,2018-05-06,MIL,H,PIT,10,8,2.0,2,3,0,0,1,1,0,2,0,1,0,4,3,2,0,19,1000,0.323,14,0.071,0.071,0.0,0.0,0.214,0.0,0.0,0.071,0.143,0.0,92.857,0.38,24,0.167,0.083,0.0,0.0,0.167,0.0,0.0,0.083,0.083,0.0,96.667
5,MIL-2018-05-09,2018-05-09,MIL,H,CLE,8,8,2.0,1,2,0,1,0,0,0,1,0,0,0,3,4,2,1,2,800,0.448,11,0.182,0.0,0.0,0.091,0.091,0.0,0.0,0.0,0.182,0.091,90.909,0.399,34,0.176,0.059,0.0,0.029,0.147,0.0,0.0,0.059,0.118,0.029,97.647
6,ARI-2018-05-15,2018-05-15,MIL,A,ARI,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,101,0.386,19,0.158,0.0,0.053,0.053,0.053,0.0,0.0,0.0,0.158,0.053,94.737,0.38,42,0.167,0.048,0.024,0.024,0.119,0.0,0.0,0.048,0.119,0.024,98.095
7,ARI-2018-05-16,2018-05-16,MIL,A,ARI,4,4,1.0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,404,0.365,20,0.15,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.15,0.05,95.05,0.371,43,0.163,0.047,0.023,0.023,0.116,0.0,0.0,0.047,0.116,0.023,98.163
8,MIL-2018-05-24,2018-05-24,MIL,H,NYM,10,8,2.0,1,3,1,0,0,2,0,1,0,0,0,5,2,2,0,7,1000,0.34,24,0.167,0.0,0.042,0.042,0.042,0.0,0.0,0.0,0.208,0.042,96.042,0.358,47,0.17,0.043,0.021,0.021,0.106,0.0,0.0,0.043,0.149,0.021,98.404
9,MIL-2018-06-16,2018-06-16,MIL,H,PHI,11,8,2.0,0,2,0,0,0,3,0,4,0,0,0,0,4,2,0,22,1100,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,57,0.175,0.053,0.018,0.018,0.123,0.0,0.0,0.035,0.14,0.018,98.684
10,MIL-2018-07-07,2018-07-07,MIL,H,ATL,9,6,2.0,0,1,0,0,0,3,0,0,0,0,1,5,1,1,0,20,900,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,58,0.155,0.034,0.017,0.017,0.155,0.0,0.0,0.017,0.207,0.017,98.362
11,MIA-2018-07-11,2018-07-11,MIL,A,MIA,10,9,2.1,1,2,0,0,0,1,1,2,0,0,0,3,4,2,0,3,950,0.328,10,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,90.0,0.35,67,0.149,0.03,0.015,0.015,0.179,0.0,0.0,0.03,0.179,0.015,98.582
12,MIL-2018-07-25,2018-07-25,MIL,H,WSN,9,9,3.0,0,0,0,0,0,0,0,1,0,0,0,5,3,3,0,13,900,0.3,20,0.15,0.0,0.0,0.0,0.2,0.05,0.0,0.05,0.1,0.0,92.5,0.34,77,0.156,0.026,0.013,0.013,0.169,0.013,0.0,0.026,0.182,0.013,98.117
13,KCR-2018-08-15,2018-08-15,KCR,H,TOR,24,21,4.2,6,8,2,0,1,2,0,3,1,0,0,2,16,6,1,20,2448,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,86,0.14,0.023,0.012,0.012,0.151,0.012,0.0,0.023,0.174,0.012,98.314
14,TBR-2018-08-20,2018-08-20,KCR,A,TBR,21,18,5.0,1,5,1,0,0,3,0,3,0,0,1,9,6,3,1,4,2016,0.459,25,0.2,0.08,0.0,0.04,0.08,0.0,0.04,0.0,0.12,0.0,97.92,0.338,110,0.155,0.036,0.009,0.018,0.136,0.009,0.009,0.018,0.164,0.009,99.118
15,KCR-2018-08-26,2018-08-26,KCR,H,CLE,20,17,4.0,5,5,2,0,0,3,0,4,0,0,0,5,8,4,0,5,2040,0.397,46,0.196,0.065,0.0,0.022,0.109,0.0,0.022,0.022,0.13,0.0,97.043,0.336,131,0.16,0.038,0.008,0.015,0.137,0.008,0.008,0.023,0.16,0.008,98.618
