,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,CIN-2015-08-23,2015-08-23,CIN,H,ARI,4,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,99,404,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
1,CIN-2015-08-24,2015-08-24,CIN,H,DET,8,7,2.0,0,1,0,0,0,1,0,1,0,0,0,0,6,3,0,0,808,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
2,MIL-2015-08-28,2015-08-28,CIN,A,MIL,4,3,0.1,2,2,1,0,0,1,0,0,0,0,0,2,1,1,0,3,408,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
3,CHC-2015-08-31,2015-08-31,CIN,A,CHC,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,300,0.317,76,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
4,CIN-2015-09-05,2015-09-05,CIN,H,MIL,5,4,1.0,1,2,0,1,0,0,0,2,0,1,0,1,2,1,0,4,505,0.267,20,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,96.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
5,CIN-2015-09-08,2015-09-08,CIN,H,PIT,5,4,1.0,1,1,0,0,1,1,0,1,0,0,0,0,3,0,0,2,505,0.315,25,0.12,0.04,0.04,0.0,0.12,0.0,0.0,0.0,0.16,0.04,97.0,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
6,CIN-2015-09-13,2015-09-13,CIN,H,STL,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,4,404,0.385,26,0.115,0.038,0.038,0.038,0.115,0.0,0.0,0.0,0.192,0.038,97.154,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
7,SFG-2015-09-14,2015-09-14,CIN,A,SFG,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,288,0.416,22,0.091,0.045,0.045,0.045,0.136,0.0,0.0,0.0,0.227,0.045,96.455,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
8,SFG-2015-09-16,2015-09-16,CIN,A,SFG,6,5,1.0,1,2,0,0,1,1,0,2,0,0,0,1,2,2,0,1,576,0.364,25,0.08,0.04,0.04,0.04,0.12,0.0,0.0,0.0,0.2,0.04,96.4,0.317,680,0.153,0.045,0.005,0.027,0.077,0.005,0.009,0.02,0.204,0.007,100.0,1
9,MIL-2015-09-18,2015-09-18,CIN,A,MIL,4,3,0.1,1,2,0,0,0,1,0,0,0,0,0,3,0,0,0,1,408,0.367,27,0.074,0.0,0.037,0.074,0.111,0.0,0.0,0.0,0.259,0.037,95.481,0.355,43,0.093,0.023,0.023,0.047,0.14,0.0,0.0,0.0,0.186,0.023,97.628,0
