,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,COL-2017-04-07,2017-04-07,COL,H,LAD,24,6.0,1,4,2,0,0,2,0,6,0,0,0,12,4,2,0,99
1,COL-2017-04-12,2017-04-12,COL,H,SDP,23,4.2,6,8,2,0,1,3,1,2,0,1,2,9,9,7,1,4
2,COL-2017-04-18,2017-04-18,COL,A,LAD,21,4.0,1,4,0,0,0,4,0,3,2,0,1,10,2,2,0,5
3,COL-2017-04-23,2017-04-23,COL,H,SFG,28,7.0,0,6,1,0,0,1,0,3,0,0,0,17,7,3,1,4
4,COL-2017-04-28,2017-04-28,COL,A,ARI,25,6.0,1,6,0,0,0,2,0,2,0,0,1,15,6,2,1,4
5,COL-2017-05-04,2017-05-04,COL,A,SDP,24,6.1,1,3,1,0,0,2,0,4,0,0,0,10,8,3,2,5
6,COL-2017-05-09,2017-05-09,COL,H,CHC,27,6.0,3,4,0,0,0,4,0,6,0,0,0,13,4,3,1,4
7,COL-2017-05-16,2017-05-16,COL,A,MIN,25,6.0,3,5,2,0,1,4,0,3,0,0,1,12,6,1,0,6
8,COL-2017-05-21,2017-05-21,COL,A,CIN,24,5.2,4,6,0,1,2,2,0,3,1,0,1,7,10,4,0,4
9,COL-2017-05-27,2017-05-27,COL,H,STL,26,6.0,3,8,2,0,1,2,0,4,0,0,2,10,10,5,2,5
10,COL-2017-06-01,2017-06-01,COL,A,SEA,27,6.0,2,6,0,0,1,2,0,3,3,1,1,5,14,7,0,4
11,COL-2017-06-07,2017-06-07,COL,H,CLE,24,6.1,1,6,2,0,1,0,0,5,0,0,0,12,7,4,1,5
12,COL-2017-06-12,2017-06-12,COL,A,PIT,30,5.2,4,9,1,0,1,2,0,3,1,0,0,16,8,5,2,4
13,COL-2017-06-17,2017-06-17,COL,H,SFG,27,6.0,1,8,1,0,0,2,1,3,0,0,1,15,7,6,0,4
14,COL-2017-06-23,2017-06-23,COL,A,LAD,30,6.0,5,10,2,0,1,3,0,3,0,1,1,15,10,5,1,5
15,COL-2017-06-28,2017-06-28,COL,A,SFG,24,6.0,4,7,0,0,2,1,0,2,0,0,1,6,15,4,5,4
16,COL-2017-07-04,2017-07-04,COL,H,CIN,26,5.1,5,8,2,0,1,2,0,1,0,0,0,9,14,7,1,5
17,COL-2017-07-09,2017-07-09,COL,H,CHW,29,8.1,0,1,0,0,0,3,0,9,1,0,1,9,7,1,2,4
18,COL-2017-07-15,2017-07-15,COL,A,NYM,10,3.0,0,0,0,0,0,1,0,4,0,0,0,4,1,0,1,5
19,COL-2017-07-23,2017-07-23,COL,H,PIT,26,6.0,2,6,1,0,1,2,0,3,0,0,0,18,3,1,1,7
20,COL-2017-07-30,2017-07-30,COL,A,WSN,25,5.0,3,9,2,0,2,0,0,4,0,0,0,8,13,6,1,6
21,COL-2017-08-04,2017-08-04,COL,H,PHI,2,0.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4
22,COL-2017-08-15,2017-08-15,COL,H,ATL,24,6.0,3,4,2,0,1,2,0,5,0,0,0,8,9,3,1,10
23,COL-2017-08-20,2017-08-20,COL,H,MIL,26,5.2,2,4,1,0,1,5,0,7,0,1,0,5,8,3,0,4
24,COL-2017-08-26,2017-08-26,COL,A,ATL,27,6.0,4,10,1,1,0,1,1,5,0,1,1,8,13,9,0,5
