,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,CHW-2020-08-19,2020-08-19,CHW,H,DET,19,4.1,3,5,1,0,1,1,0,7,0,0,0,4,7,4,1,99
1,CHW-2020-08-30,2020-08-30,CHW,H,KCR,16,5.0,0,0,0,0,0,1,0,7,0,0,0,6,2,0,1,10
2,KCR-2020-09-04,2020-09-04,CHW,A,KCR,24,4.2,3,5,0,0,0,4,0,4,0,0,0,8,8,4,2,4
3,PIT-2020-09-09,2020-09-09,CHW,A,PIT,22,6.0,0,3,1,0,0,1,0,3,0,0,1,11,7,4,0,4
4,CHW-2020-09-15,2020-09-15,CHW,H,MIN,27,7.0,1,3,0,0,1,2,0,7,1,0,0,3,14,6,3,5
5,CLE-2020-09-21,2020-09-21,CHW,A,CLE,19,4.0,4,6,1,0,1,1,0,5,0,0,0,4,9,5,0,5
6,CHW-2020-09-26,2020-09-26,CHW,H,CHC,15,3.0,4,3,0,0,1,3,0,2,1,0,0,6,3,1,0,4
0,TEX-2021-04-06,2021-04-06,TEX,H,TOR,18,5.0,1,3,0,0,1,0,0,6,0,0,0,5,7,2,3,99
1,TBR-2021-04-12,2021-04-12,TEX,A,TBR,16,4.0,0,2,2,0,0,2,0,5,0,0,0,2,7,2,1,5
2,TEX-2021-04-17,2021-04-17,TEX,H,BAL,24,6.0,0,5,0,0,0,0,0,5,0,0,0,12,7,2,0,4
3,CHW-2021-04-23,2021-04-23,TEX,A,CHW,17,2.2,5,8,1,0,0,2,0,2,0,0,1,7,6,5,0,5
4,TEX-2021-04-28,2021-04-28,TEX,H,LAA,21,5.0,4,6,1,0,0,1,0,6,0,0,0,7,7,3,2,4
5,MIN-2021-05-03,2021-05-03,TEX,A,MIN,22,5.2,2,3,2,0,0,2,0,5,0,0,0,10,5,3,0,4
6,TEX-2021-05-09,2021-05-09,TEX,H,SEA,24,5.0,2,6,0,0,0,3,0,10,0,0,0,7,4,2,0,5
7,HOU-2021-05-15,2021-05-15,TEX,A,HOU,21,4.0,4,7,0,0,1,3,0,3,0,0,1,9,6,3,1,5
8,TEX-2021-05-20,2021-05-20,TEX,H,NYY,21,6.0,0,4,1,0,0,1,0,6,0,0,1,10,4,2,1,4
9,LAA-2021-05-26,2021-05-26,TEX,A,LAA,21,4.0,7,7,2,0,2,3,0,4,0,0,0,7,7,4,1,5
10,COL-2021-06-01,2021-06-01,TEX,A,COL,20,4.2,2,6,2,0,0,0,0,3,0,0,0,10,7,4,0,5
11,TEX-2021-06-06,2021-06-06,TEX,H,TBR,19,5.0,0,3,0,0,0,2,0,6,0,0,1,5,6,3,1,4
12,LAD-2021-06-13,2021-06-13,TEX,A,LAD,20,4.0,4,7,2,0,1,2,0,5,1,0,1,6,6,3,0,6
13,TEX-2021-06-20,2021-06-20,TEX,H,MIN,22,4.0,3,10,1,0,1,2,0,5,0,0,2,8,7,5,0,6
14,TEX-2021-06-25,2021-06-25,TEX,H,KCR,21,5.0,2,5,1,1,0,2,0,4,0,0,1,8,7,2,0,4
15,OAK-2021-07-01,2021-07-01,TEX,A,OAK,18,4.0,0,3,1,0,0,2,0,4,2,0,1,3,7,5,0,5
16,TEX-2021-07-06,2021-07-06,TEX,H,DET,17,5.0,1,1,0,0,1,1,0,6,0,0,0,5,5,1,0,4
17,DET-2021-07-20,2021-07-20,TEX,A,DET,19,4.2,3,4,0,0,2,1,0,2,0,0,0,10,6,2,0,13
18,TEX-2021-07-27,2021-07-27,TEX,H,ARI,23,6.1,2,6,2,0,0,2,0,3,0,1,1,11,7,3,2,6
19,TEX-2021-08-02,2021-08-02,TEX,H,LAA,20,5.0,1,3,0,0,0,2,0,3,0,0,0,12,3,3,0,5
20,TEX-2021-08-13,2021-08-13,TEX,H,OAK,20,4.2,2,4,2,0,0,2,0,4,0,0,0,7,7,5,2,10
21,BOS-2021-08-20,2021-08-20,TEX,A,BOS,24,4.2,5,9,5,0,1,1,0,1,1,0,0,6,15,9,1,6
22,OAK-2021-09-10,2021-09-10,TEX,A,OAK,5,1.0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,20
23,TEX-2021-09-15,2021-09-15,TEX,H,HOU,9,2.0,1,4,0,0,1,0,0,4,0,0,0,3,2,0,0,4
24,NYY-2021-09-21,2021-09-21,TEX,A,NYY,13,2.2,2,3,2,0,1,1,0,3,1,0,0,3,5,3,1,5
25,BAL-2021-09-26,2021-09-26,TEX,A,BAL,19,4.2,2,1,0,0,1,5,0,5,1,0,2,6,2,0,1,4
26,TEX-2021-10-03,2021-10-03,TEX,H,CLE,17,3.0,4,5,2,0,0,1,0,3,1,0,0,7,5,2,0,6
