,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,OAK-2015-04-08,2015-04-08,TEX,A,OAK,13,2.2,2,4,1,0,0,1,0,2,0,0,0,5,5,3,1,99
1,TEX-2015-04-12,2015-04-12,TEX,H,HOU,8,2.0,2,2,0,0,1,1,0,0,0,0,1,4,3,2,0,3
2,TEX-2015-04-15,2015-04-15,TEX,H,LAA,12,2.2,0,3,1,0,0,1,1,0,0,0,0,9,2,1,0,2
3,ARI-2015-04-22,2015-04-22,TEX,A,ARI,9,1.2,2,2,1,1,0,1,0,1,0,2,0,2,5,3,0,6
4,TOR-2015-06-18,2015-06-18,NYM,A,TOR,6,2.0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,56
5,ATL-2015-06-20,2015-06-20,NYM,A,ATL,5,0.2,1,2,0,0,0,1,1,0,0,1,0,3,1,0,0,1
6,MIL-2015-06-24,2015-06-24,NYM,A,MIL,7,2.0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,0,3
7,NYM-2015-06-27,2015-06-27,NYM,H,CIN,7,2.0,0,1,0,0,0,0,0,1,0,0,0,3,3,2,0,2
8,NYM-2015-07-02,2015-07-02,NYM,H,CHC,10,2.2,0,0,0,0,0,2,1,3,0,0,0,2,3,1,0,4
9,LAD-2015-07-05,2015-07-05,NYM,A,LAD,10,3.0,0,1,0,0,0,0,0,3,0,0,0,3,4,1,1,2
10,BAL-2015-08-19,2015-08-19,NYM,A,BAL,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,44
11,COL-2015-08-23,2015-08-23,NYM,A,COL,28,8.0,1,4,0,0,1,1,0,8,1,0,1,8,10,5,0,3
12,PHI-2015-08-27,2015-08-27,NYM,A,PHI,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,3
13,NYM-2015-08-28,2015-08-28,NYM,H,BOS,6,1.0,3,3,0,0,2,0,0,2,0,0,0,1,3,1,0,0
14,NYM-2015-09-14,2015-09-14,NYM,H,MIA,18,5.0,1,3,0,0,0,1,0,3,0,0,1,7,7,4,0,16
15,NYM-2015-09-22,2015-09-22,NYM,H,ATL,21,5.0,4,5,0,0,2,1,1,3,0,0,0,7,10,2,1,7
16,PHI-2015-09-30,2015-09-30,NYM,A,PHI,21,4.1,3,4,1,0,0,4,0,5,1,0,0,4,7,4,0,7
17,NYM-2015-10-04,2015-10-04,NYM,H,WSN,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3
0,NYM-2016-04-10,2016-04-10,NYM,H,PHI,5,1.0,1,1,1,0,0,1,0,1,0,0,0,1,2,1,0,99
1,NYM-2016-04-13,2016-04-13,NYM,H,MIA,22,6.0,0,3,2,0,0,2,0,6,0,0,1,10,6,1,1,2
2,PHI-2016-04-19,2016-04-19,NYM,A,PHI,23,6.0,0,6,0,0,0,1,0,4,0,0,1,10,8,4,1,5
3,ATL-2016-04-23,2016-04-23,NYM,A,ATL,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3
4,NYM-2016-04-25,2016-04-25,NYM,H,CIN,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,NYM-2016-04-26,2016-04-26,NYM,H,CIN,9,2.0,0,2,2,0,0,2,1,1,0,0,1,2,4,1,0,0
6,NYM-2016-04-29,2016-04-29,NYM,H,SFG,6,1.0,0,1,1,0,0,1,0,0,0,0,0,3,2,1,0,2
7,NYM-2016-05-01,2016-05-01,NYM,H,SFG,4,1.0,1,1,0,0,1,0,0,1,0,0,0,0,3,1,0,1
8,NYM-2016-05-03,2016-05-03,NYM,H,ATL,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
9,SDP-2016-05-05,2016-05-05,NYM,A,SDP,9,2.0,1,3,1,0,1,0,0,3,0,0,0,2,4,2,0,1
10,COL-2016-05-14,2016-05-14,NYM,A,COL,20,2.2,7,10,3,0,0,3,0,0,0,0,0,8,9,7,0,8
11,NYM-2016-05-18,2016-05-18,NYM,H,WSN,3,0.1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
12,NYM-2016-05-19,2016-05-19,NYM,H,WSN,10,2.1,0,2,1,0,0,1,0,1,0,0,0,3,5,0,0,0
13,WSN-2016-05-23,2016-05-23,NYM,A,WSN,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3
14,NYM-2016-05-28,2016-05-28,NYM,H,LAD,14,3.2,2,4,2,0,1,0,0,3,0,0,0,4,7,4,0,4
15,NYM-2016-05-31,2016-05-31,NYM,H,CHW,5,1.1,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,2
16,NYM-2016-06-01,2016-06-01,NYM,H,CHW,6,1.2,1,1,1,0,0,0,0,0,1,1,0,3,2,1,0,0
17,PIT-2016-06-07,2016-06-07,NYM,A,PIT,8,2.0,0,1,1,0,0,1,0,2,0,0,0,0,5,1,1,5
18,MIL-2016-06-11,2016-06-11,NYM,A,MIL,19,4.0,5,4,1,0,3,4,0,5,0,0,1,4,6,3,0,3
19,ATL-2016-06-26,2016-06-26,NYM,A,ATL,5,1.0,1,2,1,0,1,0,0,0,0,0,0,1,4,3,0,14
20,WSN-2016-06-29,2016-06-29,NYM,A,WSN,21,5.0,2,4,1,0,1,4,1,1,0,1,2,9,7,5,0,2
21,NYM-2016-07-03,2016-07-03,NYM,H,CHC,7,1.0,1,3,1,0,1,0,0,1,0,0,0,4,2,1,0,3
22,NYM-2016-07-04,2016-07-04,NYM,H,MIA,9,2.0,0,3,0,0,0,0,0,1,0,0,0,4,4,3,1,0
23,NYM-2016-07-09,2016-07-09,NYM,H,WSN,29,6.2,5,4,1,1,0,5,1,3,0,1,0,13,8,3,1,4
24,PHI-2016-07-16,2016-07-16,NYM,A,PHI,27,6.0,2,8,2,0,1,1,0,4,1,0,0,10,11,7,1,6
25,MIA-2016-07-22,2016-07-22,NYM,A,MIA,21,5.1,2,4,2,0,1,1,0,3,0,0,1,7,10,5,1,5
26,NYM-2016-07-27,2016-07-27,NYM,H,STL,28,7.0,3,5,3,0,0,3,0,7,0,0,0,7,11,4,1,4
27,NYM-2016-08-01,2016-08-01,NYM,H,NYY,21,5.0,3,4,2,1,0,3,0,2,1,0,1,8,7,2,1,4
28,DET-2016-08-06,2016-08-06,NYM,A,DET,19,3.2,6,7,2,1,0,2,0,2,1,0,1,7,7,4,1,4
29,NYM-2016-08-12,2016-08-12,NYM,H,SDP,16,2.2,8,6,1,0,4,3,0,4,0,0,0,2,7,2,0,5
30,NYM-2016-09-01,2016-09-01,NYM,H,MIA,4,1.0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,19
31,ATL-2016-09-11,2016-09-11,NYM,A,ATL,5,0.1,1,3,1,0,0,1,0,0,0,0,0,1,3,3,0,9
32,WSN-2016-09-12,2016-09-12,NYM,A,WSN,6,1.2,0,2,1,0,0,0,0,3,0,0,1,1,2,2,0,0
33,NYM-2016-09-19,2016-09-19,NYM,H,ATL,5,1.0,0,2,0,0,0,0,0,2,0,0,0,0,3,3,0,6
34,NYM-2016-09-23,2016-09-23,NYM,H,PHI,10,2.0,1,2,0,0,1,2,0,2,0,0,0,3,3,1,0,3
0,NYY-2017-04-30,2017-04-30,BAL,A,NYY,9,2.0,0,1,0,0,0,0,0,2,1,0,0,4,2,0,1,99
1,BAL-2017-05-09,2017-05-09,BAL,H,WSN,11,3.0,0,2,0,0,0,1,1,2,0,0,0,4,4,3,0,8
2,BAL-2017-05-30,2017-05-30,BAL,H,NYY,15,3.0,3,5,1,0,1,1,0,3,1,0,0,2,8,5,0,20
3,NYY-2017-06-11,2017-06-11,BAL,A,NYY,12,2.2,2,3,1,0,2,1,0,2,0,0,0,3,6,4,0,11
