,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,OAK-2016-09-07,2016-09-07,OAK,H,LAA,22,6.1,1,2,0,0,1,2,0,3,0,0,1,3,14,4,7,99
1,OAK-2016-09-13,2016-09-13,OAK,A,KCR,26,5.2,1,7,1,0,0,1,0,2,0,0,0,9,14,6,4,5
2,OAK-2016-09-19,2016-09-19,OAK,H,HOU,20,6.0,1,2,0,0,1,0,0,6,0,0,0,6,8,2,4,5
3,OAK-2016-09-25,2016-09-25,OAK,H,TEX,23,7.0,1,3,1,0,1,0,0,5,0,0,1,6,12,5,4,5
4,OAK-2016-10-01,2016-10-01,OAK,A,SEA,21,4.1,3,6,1,0,1,1,0,7,0,0,0,7,6,4,0,5
0,OAK-2017-04-05,2017-04-05,OAK,H,LAA,22,4.1,5,8,2,0,0,2,0,4,0,0,0,5,11,7,1,99
1,OAK-2017-04-10,2017-04-10,OAK,A,KCR,25,7.0,0,2,0,0,0,3,0,6,0,0,1,7,9,2,2,4
2,OAK-2017-04-17,2017-04-17,OAK,H,TEX,25,5.1,5,5,3,0,0,4,1,3,0,0,0,5,13,8,3,6
3,OAK-2017-04-22,2017-04-22,OAK,H,SEA,26,6.0,2,6,2,0,1,2,0,2,1,1,0,9,12,3,4,4
4,OAK-2017-04-28,2017-04-28,OAK,A,HOU,25,4.1,3,10,3,0,0,1,0,4,0,0,1,10,8,2,1,5
5,OAK-2017-05-04,2017-05-04,OAK,A,MIN,24,6.0,2,3,0,0,2,3,0,9,0,0,0,2,10,2,4,5
6,OAK-2017-05-09,2017-05-09,OAK,H,LAA,24,5.0,7,8,1,0,3,1,0,7,0,0,0,7,9,2,0,4
7,OAK-2017-05-27,2017-05-27,OAK,A,NYY,22,5.2,3,2,0,0,1,3,0,5,1,1,0,1,12,4,1,17
8,OAK-2017-06-01,2017-06-01,OAK,A,CLE,25,5.2,1,4,1,0,0,4,0,4,0,0,2,12,5,3,0,4
9,OAK-2017-06-07,2017-06-07,OAK,H,TOR,26,6.0,4,4,0,0,2,4,0,4,0,0,0,5,13,4,3,5
10,OAK-2017-06-13,2017-06-13,OAK,A,MIA,24,5.0,5,8,2,0,2,1,0,5,0,0,0,8,10,2,3,5
