,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,BOS-2014-05-20,2014-05-20,TOR,A,BOS,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99
1,TOR-2014-05-26,2014-05-26,TOR,H,TBR,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5
2,TOR-2014-05-28,2014-05-28,TOR,H,TBR,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3,TOR-2014-05-29,2014-05-29,TOR,H,KCR,5,0.2,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0
4,CIN-2014-06-21,2014-06-21,TOR,A,CIN,13,3.0,3,3,0,0,1,1,0,4,0,0,0,2,6,2,1,22
5,TOR-2014-06-25,2014-06-25,TOR,H,NYY,3,0.0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
6,TOR-2014-06-27,2014-06-27,TOR,H,CHW,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1
7,TOR-2014-07-21,2014-07-21,TOR,H,BOS,8,2.1,0,1,0,0,0,0,0,3,0,0,0,3,2,1,0,23
8,TOR-2014-07-24,2014-07-24,TOR,H,BOS,4,1.0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,2
9,BOS-2014-07-28,2014-07-28,TOR,A,BOS,9,2.0,0,2,0,0,0,1,0,3,0,0,0,2,3,1,0,3
0,TOR-2015-06-26,2015-06-26,TOR,H,TEX,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,99
1,COL-2015-08-03,2015-08-03,SEA,A,COL,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,37
2,COL-2015-08-04,2015-08-04,SEA,A,COL,4,1.1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0
3,COL-2015-08-05,2015-08-05,SEA,A,COL,4,1.1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
4,SEA-2015-08-08,2015-08-08,SEA,H,TEX,6,0.0,6,6,1,0,0,0,0,0,0,0,0,4,2,2,0,2
5,SEA-2015-08-10,2015-08-10,SEA,H,BAL,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,1
6,BOS-2015-08-14,2015-08-14,SEA,A,BOS,6,1.1,1,2,0,0,1,0,0,1,0,0,0,1,4,0,2,3
7,BOS-2015-08-15,2015-08-15,SEA,A,BOS,7,0.2,4,3,1,0,0,2,0,0,0,0,0,3,2,0,0,0
8,BOS-2015-08-16,2015-08-16,SEA,A,BOS,5,1.0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0
9,SEA-2015-08-21,2015-08-21,SEA,H,CHW,4,0.1,1,1,0,0,0,2,0,1,0,0,0,0,1,1,0,4
10,SEA-2015-08-24,2015-08-24,SEA,H,OAK,5,1.0,0,2,0,0,0,0,0,2,0,0,0,1,2,1,1,2
11,CHW-2015-08-29,2015-08-29,SEA,A,CHW,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
12,CHW-2015-08-30,2015-08-30,SEA,A,CHW,2,0.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,HOU-2015-08-31,2015-08-31,SEA,A,HOU,10,2.0,3,4,1,0,0,0,0,2,0,0,0,4,4,2,0,0
14,SEA-2015-09-07,2015-09-07,SEA,H,TEX,2,0.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6
15,SEA-2015-09-14,2015-09-14,SEA,H,LAA,4,1.0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,6
16,TEX-2015-09-19,2015-09-19,SEA,A,TEX,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
17,KCR-2015-09-24,2015-09-24,SEA,A,KCR,3,0.1,1,2,1,0,1,0,0,1,0,0,0,0,2,2,0,4
18,LAA-2015-09-25,2015-09-25,SEA,A,LAA,5,1.0,0,1,1,0,0,1,0,1,0,0,0,1,2,2,0,0
19,SEA-2015-09-30,2015-09-30,SEA,H,HOU,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
