,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,CHW-2018-05-19,2018-05-19,TEX,A,CHW,22,20,4.2,4,6,3,1,0,2,1,2,0,0,0,8,10,5,1,99,2178,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HOU-2018-07-28,2018-07-28,TEX,A,HOU,21,20,6.0,1,2,1,0,1,1,0,2,0,0,0,8,10,4,2,69,2016,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,23,0.087,0.13,0.043,0.0,0.087,0.043,0.0,0.0,0.087,0.0,94.696
2,TEX-2018-08-03,2018-08-03,TEX,H,BAL,21,19,5.0,2,6,1,0,0,2,0,3,0,0,2,9,7,4,0,5,2289,0.189,22,0.0,0.045,0.0,0.045,0.045,0.0,0.0,0.0,0.091,0.0,91.636,0.293,44,0.045,0.091,0.023,0.023,0.068,0.023,0.0,0.0,0.091,0.0,95.318
3,NYY-2018-08-09,2018-08-09,TEX,A,NYY,23,20,5.0,6,7,0,0,4,3,0,1,0,0,1,14,5,2,0,5,2300,0.262,43,0.116,0.047,0.0,0.023,0.07,0.0,0.0,0.047,0.116,0.0,100.116,0.306,65,0.108,0.077,0.015,0.015,0.077,0.015,0.0,0.031,0.108,0.0,99.738
4,TEX-2018-08-16,2018-08-16,TEX,H,LAA,26,25,6.0,6,9,1,0,1,1,0,3,0,0,0,10,12,7,3,6,2834,0.367,66,0.121,0.03,0.0,0.076,0.091,0.0,0.0,0.045,0.091,0.0,100.076,0.371,88,0.114,0.057,0.011,0.057,0.091,0.011,0.0,0.034,0.091,0.0,99.807
5,OAK-2018-08-21,2018-08-21,TEX,A,OAK,28,27,5.2,4,10,2,0,0,1,0,1,0,0,1,13,13,8,1,4,2688,0.428,71,0.211,0.028,0.0,0.07,0.085,0.0,0.0,0.042,0.099,0.0,104.549,0.375,114,0.149,0.053,0.009,0.053,0.079,0.009,0.0,0.026,0.096,0.0,101.904
6,TEX-2018-08-28,2018-08-28,TEX,H,LAD,15,13,2.2,3,5,0,0,0,2,0,1,0,0,1,7,5,4,0,6,1635,0.431,78,0.231,0.038,0.0,0.064,0.064,0.0,0.0,0.026,0.064,0.0,100.282,0.372,142,0.176,0.056,0.007,0.042,0.07,0.007,0.0,0.028,0.085,0.0,100.739
7,TEX-2018-09-03,2018-09-03,TEX,H,LAA,14,13,4.0,0,2,0,0,0,1,0,1,0,0,0,5,7,2,1,5,1526,0.379,70,0.286,0.043,0.0,0.014,0.057,0.0,0.0,0.029,0.071,0.0,102.243,0.374,157,0.191,0.051,0.006,0.038,0.076,0.006,0.0,0.032,0.083,0.0,101.529
8,OAK-2018-09-09,2018-09-09,TEX,A,OAK,8,6,0.2,5,4,2,0,0,2,0,0,0,0,0,4,2,1,0,5,768,0.324,58,0.259,0.034,0.0,0.0,0.069,0.0,0.0,0.034,0.052,0.0,100.845,0.357,171,0.187,0.047,0.006,0.035,0.076,0.006,0.0,0.029,0.082,0.0,102.14
9,SDP-2018-09-15,2018-09-15,TEX,A,SDP,21,18,4.0,3,7,0,0,1,2,0,3,0,0,0,9,7,2,2,5,2037,0.375,38,0.237,0.053,0.0,0.0,0.132,0.0,0.0,0.026,0.053,0.0,103.395,0.373,179,0.19,0.056,0.006,0.034,0.084,0.006,0.0,0.028,0.078,0.0,101.866
