,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,BOS-2021-06-07,2021-06-07,MIA,A,BOS,14,13,3.0,2,4,2,0,0,1,0,1,0,0,0,5,7,4,0,99,1470,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,MIA-2021-06-12,2021-06-12,MIA,H,ATL,19,19,5.0,0,4,1,0,0,0,0,6,0,0,0,3,10,3,1,4,1843,0.352,15,0.133,0.133,0.0,0.0,0.067,0.0,0.0,0.0,0.067,0.0,98.0,0.353,15,0.133,0.133,0.0,0.0,0.067,0.0,0.0,0.0,0.067,0.0,98.0
2,CHC-2021-06-20,2021-06-20,MIA,A,CHC,15,11,4.0,0,0,0,0,0,3,0,7,1,0,0,2,2,0,0,7,1485,0.267,34,0.147,0.088,0.0,0.0,0.029,0.0,0.0,0.0,0.206,0.0,97.441,0.268,34,0.147,0.088,0.0,0.0,0.029,0.0,0.0,0.0,0.206,0.0,97.441
3,MIA-2021-06-26,2021-06-26,MIA,H,WSN,25,22,6.0,1,4,1,0,0,2,0,11,1,0,0,1,10,5,0,5,2425,0.242,49,0.102,0.061,0.0,0.0,0.082,0.0,0.02,0.0,0.286,0.0,97.918,0.243,49,0.102,0.061,0.0,0.0,0.082,0.0,0.02,0.0,0.286,0.0,97.918
4,ATL-2021-07-04,2021-07-04,MIA,A,ATL,24,23,6.0,3,5,2,0,1,1,0,6,0,0,0,10,7,2,0,7,2472,0.22,41,0.073,0.024,0.0,0.0,0.122,0.0,0.049,0.0,0.439,0.0,95.366,0.242,74,0.108,0.054,0.0,0.0,0.081,0.0,0.027,0.0,0.338,0.0,97.608
5,PHI-2021-07-17,2021-07-17,MIA,A,PHI,16,13,4.0,0,2,1,0,0,2,0,2,0,1,1,7,5,2,0,12,1616,0.289,25,0.08,0.08,0.0,0.04,0.04,0.0,0.0,0.0,0.24,0.0,98.88,0.253,98,0.102,0.061,0.0,0.01,0.071,0.0,0.02,0.0,0.316,0.0,98.929
6,MIA-2021-07-23,2021-07-23,MIA,H,SDP,22,21,5.0,3,6,1,1,1,1,0,3,0,0,0,9,9,5,1,5,2134,0.261,41,0.073,0.073,0.0,0.024,0.073,0.0,0.0,0.024,0.195,0.024,99.707,0.249,114,0.096,0.061,0.0,0.009,0.079,0.0,0.018,0.009,0.289,0.009,99.219
7,MIA-2021-07-30,2021-07-30,MIA,H,NYY,23,19,5.2,1,3,0,0,1,4,0,5,0,0,1,9,5,0,1,6,2231,0.307,39,0.103,0.051,0.026,0.026,0.077,0.0,0.0,0.026,0.128,0.026,96.154,0.268,136,0.103,0.059,0.007,0.015,0.074,0.0,0.015,0.007,0.265,0.007,98.86
8,MIA-2021-08-04,2021-08-04,MIA,H,NYM,19,17,4.0,2,3,1,0,0,2,0,2,0,0,1,8,7,4,0,4,1843,0.298,62,0.097,0.032,0.016,0.032,0.113,0.0,0.0,0.032,0.161,0.016,96.468,0.271,159,0.101,0.05,0.006,0.019,0.088,0.0,0.013,0.013,0.258,0.006,98.591
9,SDP-2021-08-09,2021-08-09,MIA,A,SDP,19,14,4.0,4,4,0,0,1,4,0,2,0,1,0,4,9,3,1,4,1824,0.298,65,0.108,0.031,0.015,0.031,0.108,0.0,0.0,0.031,0.154,0.0,95.508,0.267,178,0.101,0.051,0.006,0.017,0.09,0.0,0.011,0.017,0.242,0.006,98.421
