,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,WSN-2017-07-30,2017-07-30,WSN,H,COL,22,4.0,7,10,1,0,0,2,0,3,0,0,2,12,5,5,0,99
1,CHC-2017-08-06,2017-08-06,WSN,A,CHC,26,5.1,4,8,1,0,3,4,2,7,0,0,2,11,4,1,0,6
2,WSN-2017-08-27,2017-08-27,WSN,H,NYM,28,6.0,5,7,0,0,2,2,0,5,1,0,0,11,9,3,0,20
0,WSN-2018-05-23,2018-05-23,WSN,H,SDP,23,5.2,3,6,2,0,0,1,0,6,0,0,0,6,10,6,1,99
1,NYY-2018-06-13,2018-06-13,WSN,A,NYY,21,5.0,4,6,1,0,2,1,0,3,0,1,0,11,6,1,0,20
2,WSN-2018-06-18,2018-06-18,WSN,H,NYY,23,5.1,3,7,1,0,1,2,0,4,0,0,1,9,8,6,0,4
3,WSN-2018-06-23,2018-06-23,WSN,H,PHI,25,6.0,3,8,2,0,0,2,1,3,0,0,2,13,7,3,0,4
4,PHI-2018-06-29,2018-06-29,WSN,A,PHI,24,5.0,5,8,3,0,2,3,0,3,0,0,2,8,10,6,0,5
5,WSN-2018-07-04,2018-07-04,WSN,H,BOS,5,1.0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,0,4
6,WSN-2018-09-04,2018-09-04,WSN,H,STL,21,5.0,4,4,0,0,1,2,0,7,0,0,0,6,6,2,0,61
7,PHI-2018-09-11,2018-09-11,WSN,A,PHI,20,5.2,0,2,1,0,0,2,0,9,0,0,1,7,2,1,0,6
8,MIA-2018-09-17,2018-09-17,WSN,A,MIA,19,4.1,2,2,2,0,0,4,0,6,0,0,0,6,3,1,1,5
9,WSN-2018-09-23,2018-09-23,WSN,H,NYM,18,3.1,3,5,1,0,0,4,0,2,0,1,1,5,7,3,1,5
10,COL-2018-09-30,2018-09-30,WSN,A,COL,18,4.0,4,5,0,1,2,1,0,3,0,0,0,7,7,5,0,6
0,WSN-2019-04-28,2019-04-28,WSN,H,SDP,13,4.0,0,2,0,0,0,1,0,3,0,0,2,7,2,1,0,99
1,MIL-2019-05-08,2019-05-08,WSN,A,MIL,6,1.0,0,1,1,0,0,2,0,1,0,0,0,2,1,0,0,9
2,LAD-2019-05-10,2019-05-10,WSN,A,LAD,4,1.0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1
3,WSN-2019-05-14,2019-05-14,WSN,H,NYM,6,2.0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3
4,WSN-2019-05-16,2019-05-16,WSN,H,NYM,12,2.2,4,4,1,0,1,0,0,2,0,0,0,4,6,3,1,1
5,NYM-2019-05-21,2019-05-21,WSN,A,NYM,20,5.0,1,4,1,0,0,1,0,1,2,0,2,10,6,3,1,4
6,WSN-2019-05-26,2019-05-26,WSN,H,MIA,21,5.0,0,4,1,0,0,3,1,4,0,0,0,5,9,4,0,4
7,CIN-2019-06-01,2019-06-01,WSN,A,CIN,21,4.0,2,6,1,0,1,3,0,3,0,0,2,9,6,2,0,5
8,SDP-2019-06-07,2019-06-07,WSN,A,SDP,22,6.0,3,5,0,0,1,0,0,5,0,0,1,8,9,4,0,5
9,WSN-2019-06-13,2019-06-13,WSN,H,ARI,26,6.0,5,6,2,0,2,3,0,1,0,0,1,12,10,3,1,5
10,WSN-2019-06-20,2019-06-20,WSN,H,PHI,20,3.2,2,5,0,0,0,5,0,1,0,0,0,9,5,3,1,6
11,BAL-2019-07-17,2019-07-17,WSN,A,BAL,19,6.0,1,5,0,0,1,0,0,2,0,0,2,10,7,4,0,26
12,WSN-2019-07-24,2019-07-24,WSN,H,COL,17,4.0,1,3,2,0,0,2,0,2,0,1,0,5,8,6,0,6
13,WSN-2019-07-30,2019-07-30,WSN,H,ATL,24,3.2,9,9,2,1,2,4,1,4,0,0,0,9,7,4,0,5
14,SFG-2019-08-05,2019-08-05,WSN,A,SFG,23,6.0,0,6,1,0,0,0,0,2,0,0,0,9,12,7,2,5
15,WSN-2019-08-12,2019-08-12,WSN,H,CIN,24,6.0,2,6,1,0,1,2,0,4,0,0,1,11,7,3,0,6
16,WSN-2019-08-18,2019-08-18,WSN,H,MIL,27,5.0,4,10,2,0,2,2,0,2,0,0,0,10,13,9,1,5
17,WSN-2019-09-02,2019-09-02,WSN,H,NYM,8,2.0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,0,14
18,WSN-2019-09-14,2019-09-14,WSN,H,ATL,12,2.0,5,5,1,0,0,1,0,1,0,1,0,2,8,6,0,11
19,WSN-2019-09-24,2019-09-24,WSN,H,PHI,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,9
20,WSN-2019-09-29,2019-09-29,WSN,H,CLE,6,2.0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,4
0,WSN-2020-07-25,2020-07-25,WSN,H,NYY,19,4.0,1,4,1,0,1,1,0,3,0,0,1,11,4,2,1,99
1,WSN-2020-07-30,2020-07-30,WSN,H,TOR,17,3.1,2,6,1,0,1,2,0,0,0,0,0,7,8,5,1,4
2,WSN-2020-08-05,2020-08-05,WSN,H,NYM,14,3.0,1,3,0,0,0,3,0,1,0,0,1,6,4,4,0,5
3,NYM-2020-08-12,2020-08-12,WSN,A,NYM,9,2.0,1,3,1,0,0,0,0,1,0,0,0,4,4,3,0,6
4,BAL-2020-08-14,2020-08-14,WSN,A,BAL,21,5.1,0,2,0,0,0,3,0,0,0,0,0,13,5,2,1,1
5,WSN-2020-08-25,2020-08-25,WSN,H,PHI,22,5.0,4,7,1,0,1,1,0,1,0,0,2,8,12,6,0,10
6,PHI-2020-08-31,2020-08-31,WSN,A,PHI,24,6.0,6,4,1,0,2,1,0,4,1,1,0,10,8,5,0,5
7,ATL-2020-09-05,2020-09-05,WSN,A,ATL,21,3.2,4,6,1,0,3,4,1,2,0,0,0,9,6,4,0,4
8,WSN-2020-09-11,2020-09-11,WSN,H,ATL,26,5.0,2,6,2,0,0,4,0,5,1,0,0,6,10,7,0,5
9,MIA-2020-09-18,2020-09-18,WSN,A,MIA,22,6.0,0,1,0,0,0,2,0,6,1,0,0,9,4,2,0,6
10,WSN-2020-09-23,2020-09-23,WSN,H,PHI,27,7.0,3,5,1,0,2,1,1,5,0,0,0,11,10,4,0,4
0,WSN-2021-04-07,2021-04-07,WSN,H,ATL,14,1.2,5,6,3,0,0,3,2,1,0,0,0,3,7,4,0,99
1,STL-2021-04-12,2021-04-12,WSN,A,STL,18,4.2,1,2,0,0,0,2,0,5,0,0,0,6,5,1,0,4
2,WSN-2021-04-17,2021-04-17,WSN,H,ARI,21,5.0,1,4,0,0,1,1,0,9,0,0,0,4,7,2,2,4
3,NYM-2021-04-23,2021-04-23,WSN,A,NYM,21,5.0,3,4,1,0,0,2,0,3,1,0,1,11,4,3,0,5
4,TOR-2021-04-28,2021-04-28,WSN,A,TOR,23,6.0,1,2,1,0,1,3,1,7,0,0,0,6,7,3,2,4
5,WSN-2021-05-05,2021-05-05,WSN,H,ATL,22,5.0,5,5,0,0,2,2,1,3,0,0,0,9,8,4,0,6
6,WSN-2021-05-11,2021-05-11,WSN,H,PHI,23,5.0,3,5,2,0,1,3,0,4,0,1,0,6,10,4,1,5
7,ARI-2021-05-16,2021-05-16,WSN,A,ARI,25,7.0,0,3,1,0,0,2,0,4,0,0,1,12,7,3,1,4
8,WSN-2021-06-12,2021-06-12,WSN,H,SFG,18,5.0,0,4,0,0,0,0,0,7,0,0,1,7,4,2,0,26
9,WSN-2021-06-18,2021-06-18,WSN,H,NYM,25,7.0,0,2,0,0,0,4,1,6,0,0,0,10,5,2,0,5
10,PHI-2021-06-23,2021-06-23,WSN,A,PHI,21,4.0,5,6,1,0,2,3,0,1,0,0,0,8,9,3,1,4
11,SDP-2021-07-06,2021-07-06,WSN,A,SDP,22,4.1,6,8,1,0,1,1,0,2,0,0,0,8,11,5,1,12
12,SFG-2021-07-11,2021-07-11,WSN,A,SFG,25,5.0,3,8,1,0,1,3,1,7,0,0,0,5,10,6,1,4
13,WSN-2021-07-16,2021-07-16,WSN,H,SDP,11,1.1,6,3,0,0,0,4,0,1,0,0,0,5,1,1,0,4
14,WSN-2021-07-21,2021-07-21,WSN,H,MIA,23,6.0,0,4,1,0,0,1,0,4,0,0,1,11,7,4,0,4
15,PHI-2021-07-27,2021-07-27,WSN,A,PHI,23,4.2,4,8,3,0,2,1,0,4,0,0,0,11,7,4,1,5
16,WSN-2021-08-01,2021-08-01,WSN,H,CHC,22,6.0,3,4,0,0,2,1,0,8,0,0,0,5,8,4,1,4
17,ATL-2021-08-06,2021-08-06,WSN,A,ATL,24,4.2,4,8,1,0,0,1,0,3,0,0,0,13,6,6,0,4
18,NYM-2021-08-12,2021-08-12,WSN,A,NYM,19,4.0,2,6,3,0,0,1,0,4,0,0,0,5,9,7,0,5
19,WSN-2021-08-17,2021-08-17,WSN,H,TOR,23,5.0,3,5,1,0,1,3,0,4,0,0,0,7,9,4,2,4
20,MIA-2021-08-24,2021-08-24,WSN,A,MIA,25,6.1,1,6,1,0,0,1,0,10,0,0,0,6,8,2,2,6
21,NYM-2021-08-29,2021-08-29,WSN,A,NYM,27,5.1,5,8,0,1,1,1,0,6,2,0,0,7,11,4,2,4
22,WSN-2021-09-04,2021-09-04,WSN,H,NYM,20,3.0,4,9,1,0,1,1,0,2,0,2,0,12,5,2,0,5
23,ATL-2021-09-09,2021-09-09,WSN,A,ATL,23,6.0,4,5,2,0,3,0,0,7,0,0,0,6,10,2,0,4
24,WSN-2021-09-14,2021-09-14,WSN,H,MIA,19,5.0,1,3,0,0,1,0,0,8,0,0,0,7,4,0,0,4
25,MIA-2021-09-20,2021-09-20,WSN,A,MIA,20,5.0,2,4,0,0,3,0,0,5,0,0,0,10,5,0,0,5
26,CIN-2021-09-25,2021-09-25,WSN,A,CIN,22,4.2,5,7,3,0,0,3,0,1,1,2,1,7,10,4,0,4
27,COL-2021-09-29,2021-09-29,WSN,A,COL,5,1.0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,0,3
28,WSN-2021-10-03,2021-10-03,WSN,H,BOS,6,0.2,3,4,1,0,0,0,0,1,0,0,0,2,3,2,1,3
