,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,LAD-2017-04-30,2017-04-30,PHI,A,LAD,23,5.0,2,9,4,0,1,1,0,5,0,0,2,6,11,7,1,99
1,PHI-2017-05-05,2017-05-05,PHI,H,WSN,25,5.0,4,9,1,0,3,0,0,6,1,0,0,6,12,7,1,4
2,WSN-2017-05-13,2017-05-13,PHI,A,WSN,22,4.2,4,5,3,0,1,4,0,5,0,0,0,6,7,4,1,7
3,TEX-2017-05-18,2017-05-18,PHI,A,TEX,20,4.2,1,3,1,0,0,4,0,5,0,0,0,3,8,3,2,4
4,ATL-2017-06-05,2017-06-05,PHI,A,ATL,23,5.0,3,6,1,1,0,3,0,4,0,0,1,7,9,5,0,17
5,STL-2017-06-10,2017-06-10,PHI,A,STL,21,5.0,4,4,2,0,0,4,0,2,0,0,0,8,7,3,0,4
6,PHI-2017-06-15,2017-06-15,PHI,H,BOS,26,7.0,0,4,0,0,0,2,0,9,0,0,0,7,8,5,1,4
7,PHI-2017-06-21,2017-06-21,PHI,H,STL,23,6.0,3,4,0,0,2,1,0,10,0,0,0,3,9,3,0,5
8,ARI-2017-06-26,2017-06-26,PHI,A,ARI,19,2.2,6,7,1,0,1,5,0,3,0,0,1,7,4,4,0,4
9,NYM-2017-07-02,2017-07-02,PHI,A,NYM,24,7.0,1,1,0,0,1,4,0,4,0,0,1,5,11,2,1,5
10,PHI-2017-07-07,2017-07-07,PHI,H,SDP,27,7.0,3,5,1,0,3,0,0,9,1,0,0,3,14,2,3,4
11,MIL-2017-07-14,2017-07-14,PHI,A,MIL,25,5.0,9,7,2,0,2,3,0,5,0,1,0,8,9,2,0,6
12,MIA-2017-07-19,2017-07-19,PHI,A,MIA,22,5.1,3,5,0,0,2,1,0,4,0,0,0,9,8,4,0,4
13,PHI-2017-07-25,2017-07-25,PHI,H,HOU,24,6.0,5,6,1,1,0,1,0,7,0,1,0,9,7,5,0,5
14,PHI-2017-07-31,2017-07-31,PHI,H,ATL,22,6.0,1,3,1,1,0,1,0,5,0,0,0,7,9,3,3,5
15,COL-2017-08-05,2017-08-05,PHI,A,COL,17,2.2,8,8,2,0,1,1,0,1,1,2,1,6,8,4,1,4
