,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,LAD-2018-09-04,2018-09-04,NYM,A,LAD,6,5,1.1,0,1,0,0,0,0,0,1,1,0,0,2,2,1,0,99,570,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,NYM-2018-09-07,2018-09-07,NYM,H,PHI,5,5,1.0,1,2,1,0,0,0,0,1,0,0,0,1,3,1,0,2,475,0.267,7,0.143,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.143,0.0,81.429,0.267,7,0.143,0.0,0.0,0.0,0.0,0.0,0.143,0.0,0.143,0.0,81.429
2,NYM-2018-09-09,2018-09-09,NYM,H,PHI,2,1,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,190,0.339,12,0.167,0.083,0.0,0.0,0.0,0.0,0.083,0.0,0.167,0.0,87.083,0.337,12,0.167,0.083,0.0,0.0,0.0,0.0,0.083,0.0,0.167,0.0,87.083
3,BAL-2021-09-12,2021-09-12,BAL,H,TOR,9,8,1.2,2,3,0,0,0,1,0,0,0,0,0,2,6,2,1,99,918,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,BAL-2021-09-14,2021-09-14,BAL,H,NYY,7,7,2.0,0,3,0,0,0,0,0,0,0,0,2,4,3,2,0,1,714,0.37,10,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,91.8,0.372,10,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,91.8
5,BOS-2021-09-17,2021-09-17,BAL,A,BOS,2,2,0.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,210,0.373,17,0.353,0.0,0.0,0.0,0.059,0.0,0.0,0.118,0.0,0.0,96.0,0.375,17,0.353,0.0,0.0,0.0,0.059,0.0,0.0,0.118,0.0,0.0,96.0
6,BOS-2021-09-19,2021-09-19,BAL,A,BOS,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,315,0.331,19,0.316,0.0,0.0,0.0,0.053,0.0,0.0,0.105,0.053,0.0,96.947,0.333,19,0.316,0.0,0.0,0.0,0.053,0.0,0.0,0.105,0.053,0.0,96.947
7,PHI-2021-09-21,2021-09-21,BAL,A,PHI,1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,101,0.284,22,0.273,0.0,0.0,0.0,0.045,0.0,0.0,0.091,0.091,0.0,98.045,0.286,22,0.273,0.0,0.0,0.0,0.045,0.0,0.0,0.091,0.091,0.0,98.045
8,PHI-2021-09-22,2021-09-22,BAL,A,PHI,4,4,0.2,1,2,0,0,1,0,0,0,0,0,0,0,4,2,0,0,404,0.271,23,0.261,0.0,0.0,0.0,0.043,0.0,0.0,0.087,0.087,0.0,98.174,0.273,23,0.261,0.0,0.0,0.0,0.043,0.0,0.0,0.087,0.087,0.0,98.174
9,BAL-2021-09-24,2021-09-24,BAL,H,TEX,3,2,0.2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,306,0.34,27,0.259,0.0,0.0,0.037,0.037,0.0,0.0,0.074,0.074,0.0,98.593,0.341,27,0.259,0.0,0.0,0.037,0.037,0.0,0.0,0.074,0.074,0.0,98.593
10,BAL-2021-09-26,2021-09-26,BAL,H,TEX,6,6,1.1,1,2,0,0,0,0,0,1,0,0,0,2,3,2,0,1,612,0.341,30,0.233,0.0,0.0,0.033,0.067,0.033,0.0,0.067,0.1,0.0,98.933,0.341,30,0.233,0.0,0.0,0.033,0.067,0.033,0.0,0.067,0.1,0.0,98.933
11,BAL-2021-09-29,2021-09-29,BAL,H,BOS,5,5,1.0,0,1,1,0,0,0,0,2,0,0,0,2,1,1,0,2,510,0.332,36,0.25,0.0,0.0,0.028,0.056,0.028,0.0,0.056,0.111,0.0,99.444,0.333,36,0.25,0.0,0.0,0.028,0.056,0.028,0.0,0.056,0.111,0.0,99.444
12,TOR-2021-10-03,2021-10-03,BAL,A,TOR,7,5,1.0,4,2,0,0,1,1,0,0,1,0,0,1,4,1,0,3,728,0.307,32,0.188,0.031,0.0,0.031,0.031,0.031,0.0,0.062,0.188,0.0,99.125,0.322,41,0.22,0.024,0.0,0.024,0.049,0.024,0.0,0.049,0.146,0.0,99.756
