,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,SDP-2017-07-30,2017-07-30,SDP,H,PIT,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,99
1,PIT-2017-08-04,2017-08-04,SDP,A,PIT,8,1.2,0,2,0,0,0,1,0,2,0,1,0,2,3,2,0,4
2,CIN-2017-08-07,2017-08-07,SDP,A,CIN,5,1.0,2,1,0,0,1,1,0,0,0,0,0,2,2,0,0,2
3,CIN-2017-08-09,2017-08-09,SDP,A,CIN,6,2.0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,1
4,SDP-2017-08-15,2017-08-15,SDP,H,PHI,5,1.0,2,2,0,0,1,0,0,0,0,0,0,2,3,1,0,5
5,SDP-2017-09-01,2017-09-01,SDP,H,LAD,4,1.0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,16
6,SDP-2017-09-04,2017-09-04,SDP,H,STL,3,1.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2
7,ARI-2017-09-08,2017-09-08,SDP,A,ARI,3,1.0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3
8,MIN-2017-09-12,2017-09-12,SDP,A,MIN,5,1.2,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,3
9,COL-2017-09-15,2017-09-15,SDP,A,COL,3,1.0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2
10,COL-2017-09-17,2017-09-17,SDP,A,COL,5,1.0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,2,1
11,SDP-2017-09-20,2017-09-20,SDP,H,ARI,2,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
12,SDP-2017-09-22,2017-09-22,SDP,H,COL,5,1.2,0,1,0,0,0,0,0,2,0,0,0,0,3,1,0,1
13,SDP-2017-09-24,2017-09-24,SDP,H,COL,6,1.0,1,2,1,0,0,1,0,0,0,0,0,0,5,2,0,1
14,LAD-2017-09-26,2017-09-26,SDP,A,LAD,7,1.0,1,3,1,0,0,1,0,1,0,0,0,1,4,3,0,1
15,SFG-2017-09-29,2017-09-29,SDP,A,SFG,2,0.1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2
16,SFG-2017-10-01,2017-10-01,SDP,A,SFG,3,1.0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1
0,SDP-2018-03-29,2018-03-29,SDP,H,MIL,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99
1,SDP-2018-04-02,2018-04-02,SDP,H,COL,6,0.2,2,2,0,0,2,2,0,0,0,0,0,0,4,0,2,3
2,SDP-2018-04-15,2018-04-15,SDP,H,SFG,8,2.0,0,1,1,0,0,1,0,2,0,0,0,1,4,2,1,12
3,SDP-2018-04-16,2018-04-16,SDP,H,LAD,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
