,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,CLE-2016-05-18,2016-05-18,CLE,A,CIN,22,5.1,4,5,1,0,1,1,0,5,0,0,0,7,9,5,0,99
1,CLE-2016-05-23,2016-05-23,CLE,A,CHW,25,5.0,6,7,1,0,2,3,0,4,0,0,0,7,11,5,3,4
2,CLE-2016-05-29,2016-05-29,CLE,H,BAL,19,4.0,4,4,2,0,0,3,0,4,0,1,0,6,6,2,2,5
3,CLE-2016-07-05,2016-07-05,CLE,H,DET,8,2.0,0,1,0,0,0,2,0,1,0,0,1,3,2,1,1,36
4,CLE-2016-08-04,2016-08-04,CLE,H,MIN,22,4.1,2,7,1,0,1,4,0,3,0,0,0,3,12,6,1,29
5,CLE-2016-08-13,2016-08-13,CLE,H,LAA,22,5.2,1,1,0,0,0,4,0,3,0,0,0,7,8,5,0,8
6,CLE-2016-08-18,2016-08-18,CLE,H,CHW,15,4.0,1,2,1,0,0,1,0,4,0,0,0,7,3,1,1,4
7,CLE-2016-08-21,2016-08-21,CLE,H,TOR,6,1.1,0,1,0,0,0,1,0,3,0,0,0,0,2,1,1,2
8,CLE-2016-08-23,2016-08-23,CLE,A,OAK,8,1.0,3,4,2,0,0,0,0,2,0,0,0,2,4,3,1,1
9,CLE-2016-08-25,2016-08-25,CLE,A,TEX,7,2.0,0,0,0,0,0,1,0,3,0,0,0,0,3,2,0,1
10,CLE-2016-08-28,2016-08-28,CLE,A,TEX,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
11,CLE-2016-09-05,2016-09-05,CLE,H,HOU,8,1.2,1,2,2,0,0,2,0,3,0,0,0,0,3,2,0,7
12,CLE-2016-09-10,2016-09-10,CLE,A,MIN,16,4.0,1,2,0,0,1,2,0,5,0,0,0,3,6,2,1,4
13,CLE-2016-09-15,2016-09-15,CLE,A,CHW,16,4.0,1,3,0,0,1,1,0,3,0,0,0,5,7,2,4,4
14,CLE-2016-09-22,2016-09-22,CLE,H,KCR,21,5.0,2,4,1,0,1,2,0,4,0,0,0,6,9,5,0,6
15,CLE-2016-09-27,2016-09-27,CLE,A,DET,13,2.0,5,7,2,0,1,2,0,2,0,0,0,2,7,5,1,4
16,CLE-2016-10-01,2016-10-01,CLE,A,KCR,2,0.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
0,CLE-2017-05-07,2017-05-07,CLE,A,KCR,21,5.2,0,1,1,0,0,4,0,5,0,0,0,4,8,3,2,99
1,CLE-2017-05-13,2017-05-13,CLE,H,MIN,19,4.1,3,3,0,0,0,5,0,5,0,0,0,5,4,2,1,5
2,CLE-2017-05-16,2017-05-16,CLE,H,TBR,1,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
3,CLE-2017-05-20,2017-05-20,CLE,A,HOU,24,7.0,0,2,0,0,0,2,0,8,0,0,1,7,7,4,1,3
4,CLE-2017-05-26,2017-05-26,CLE,H,KCR,24,5.0,4,8,2,0,2,1,0,6,0,0,0,5,12,5,1,5
5,CLE-2017-05-31,2017-05-31,CLE,H,OAK,26,6.2,3,5,2,0,2,2,0,7,0,0,0,7,10,2,1,4
6,CLE-2017-06-06,2017-06-06,CLE,A,COL,18,4.0,5,4,1,0,1,3,1,6,0,0,0,4,5,3,0,5
7,CLE-2017-06-17,2017-06-17,CLE,A,MIN,15,4.0,1,2,2,0,0,1,0,4,0,0,0,2,8,3,0,10
8,CLE-2017-06-22,2017-06-22,CLE,A,BAL,24,5.0,2,6,0,0,1,4,0,4,2,0,2,6,8,5,2,4
9,CLE-2017-06-27,2017-06-27,CLE,H,TEX,21,6.0,1,2,0,0,1,2,0,9,0,0,0,4,6,4,0,4
10,CLE-2017-07-02,2017-07-02,CLE,A,DET,25,6.0,1,2,1,0,0,5,0,7,0,0,0,5,8,4,0,4
11,CLE-2017-07-08,2017-07-08,CLE,H,DET,22,6.0,0,3,1,0,0,2,0,4,0,0,0,6,10,6,2,5
12,CLE-2017-07-18,2017-07-18,CLE,A,SFG,23,6.0,0,3,1,0,0,2,1,7,0,0,0,6,8,2,2,9
13,CLE-2017-07-25,2017-07-25,CLE,H,LAA,24,4.1,5,9,3,0,2,2,0,5,0,0,0,6,11,6,1,6
14,CLE-2017-07-31,2017-07-31,CLE,A,BOS,19,3.0,5,7,3,0,0,4,0,2,0,0,0,8,5,1,1,5
15,CLE-2017-08-06,2017-08-06,CLE,H,NYY,6,1.0,3,2,0,0,1,1,0,1,0,0,0,1,3,3,0,5
16,CLE-2017-08-12,2017-08-12,CLE,A,TBR,24,7.0,0,4,1,0,0,1,0,9,0,0,1,6,8,5,2,5
17,CLE-2017-08-17,2017-08-17,CLE,A,MIN,14,2.2,2,3,1,0,1,3,0,5,0,0,0,2,4,1,1,4
18,CLE-2017-08-21,2017-08-21,CLE,H,BOS,22,4.1,4,4,0,0,2,4,0,4,1,0,0,7,6,4,1,3
19,CLE-2017-08-26,2017-08-26,CLE,H,KCR,24,6.0,0,4,0,0,0,2,0,9,0,0,0,5,8,5,2,4
20,CLE-2017-09-01,2017-09-01,CLE,A,DET,22,6.0,0,3,2,0,0,1,0,6,0,0,0,2,13,5,5,5
21,CLE-2017-09-08,2017-09-08,CLE,H,BAL,23,6.0,0,3,0,0,0,3,0,7,0,0,1,5,8,2,1,6
