,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,CHW-2015-05-28,2015-05-28,CHW,A,BAL,31,6.0,4,10,3,1,0,4,0,3,0,0,1,12,12,7,2,99
0,CHW-2016-06-23,2016-06-23,CHW,A,BOS,6,1.0,1,1,0,0,0,2,1,1,0,1,0,2,1,0,0,99
1,CHW-2016-06-25,2016-06-25,CHW,H,TOR,7,1.2,0,0,0,0,0,2,0,2,0,0,0,1,2,0,2,1
2,CHW-2016-06-28,2016-06-28,CHW,H,MIN,5,1.0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,1,2
3,CHW-2016-07-01,2016-07-01,CHW,A,HOU,7,1.0,2,3,1,0,0,1,0,1,0,0,0,3,2,1,0,2
4,CHW-2016-07-05,2016-07-05,CHW,H,NYY,10,2.0,0,4,0,0,0,1,0,0,0,0,0,3,6,3,2,3
5,CHW-2016-07-08,2016-07-08,CHW,H,ATL,3,0.0,3,3,2,0,0,0,0,0,0,0,0,1,2,2,0,2
6,CHW-2016-08-13,2016-08-13,CHW,A,MIA,4,1.1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,35
7,CHW-2016-08-16,2016-08-16,CHW,A,CLE,7,1.2,0,1,0,0,0,1,0,2,0,0,0,2,2,2,0,2
8,CHW-2016-08-18,2016-08-18,CHW,A,CLE,4,0.2,1,2,2,0,0,0,0,1,0,0,0,2,1,1,0,1
9,CHW-2016-08-23,2016-08-23,CHW,H,PHI,5,1.1,1,1,0,0,1,0,0,0,0,0,0,2,3,1,0,4
10,CHW-2016-08-28,2016-08-28,CHW,H,SEA,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
11,CHW-2016-08-29,2016-08-29,CHW,A,DET,1,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,CHW-2016-09-01,2016-09-01,CHW,A,MIN,4,1.0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,0,2
13,CHW-2016-09-04,2016-09-04,CHW,A,MIN,5,1.0,0,2,0,0,0,0,0,1,0,0,0,3,1,0,1,2
14,CHW-2016-09-05,2016-09-05,CHW,H,DET,6,0.2,3,2,0,0,1,3,0,0,0,0,1,1,2,1,0,0
