,game_code,date,team,side,opp,PA,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest
0,KCR-2016-04-09,2016-04-09,KCR,H,MIN,4,1.0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,99
1,KCR-2016-04-11,2016-04-11,KCR,A,HOU,10,2.1,1,4,1,0,0,0,0,3,0,0,0,3,4,2,0,1
2,KCR-2016-04-20,2016-04-20,KCR,H,DET,6,1.0,1,3,1,0,0,0,0,0,0,0,0,4,2,2,0,8
3,KCR-2016-04-23,2016-04-23,KCR,H,BAL,5,1.0,1,2,1,0,0,1,0,1,0,0,0,1,2,2,0,2
4,KCR-2016-04-25,2016-04-25,KCR,A,LAA,3,1.0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1
5,KCR-2016-04-26,2016-04-26,KCR,A,LAA,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
6,KCR-2016-05-03,2016-05-03,KCR,H,WSN,3,1.0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,6
7,KCR-2016-05-04,2016-05-04,KCR,H,WSN,10,2.0,1,4,0,0,0,0,0,1,0,0,0,5,4,2,0,0
8,KCR-2016-05-12,2016-05-12,KCR,A,NYY,5,0.2,0,1,0,0,0,2,0,1,0,0,0,0,2,1,1,7
9,KCR-2016-05-14,2016-05-14,KCR,H,ATL,7,1.1,1,3,1,1,0,1,0,1,0,0,1,2,3,3,0,1
10,KCR-2016-05-15,2016-05-15,KCR,H,ATL,5,1.0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0
11,KCR-2016-05-18,2016-05-18,KCR,H,BOS,4,1.1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2
12,KCR-2016-05-23,2016-05-23,KCR,A,MIN,4,1.0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4
13,KCR-2016-05-25,2016-05-25,KCR,A,MIN,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
14,KCR-2016-05-28,2016-05-28,KCR,H,CHW,8,2.0,0,2,0,0,0,0,0,2,0,0,0,3,3,1,2,2
15,KCR-2016-05-30,2016-05-30,KCR,H,TBR,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
16,KCR-2016-06-03,2016-06-03,KCR,A,CLE,5,1.2,0,1,1,0,0,0,0,0,0,0,1,3,2,2,0,3
17,KCR-2016-06-05,2016-06-05,KCR,A,CLE,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
18,KCR-2016-06-07,2016-06-07,KCR,A,BAL,10,1.2,3,4,0,0,3,1,0,0,0,0,0,3,6,4,0,1
19,KCR-2016-06-15,2016-06-15,KCR,H,CLE,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7
20,KCR-2016-06-16,2016-06-16,KCR,H,DET,4,1.0,1,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0
21,KCR-2016-06-19,2016-06-19,KCR,H,DET,5,1.2,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,2
22,KCR-2016-06-25,2016-06-25,KCR,H,HOU,15,3.0,4,5,3,0,0,1,0,2,0,0,0,2,10,7,1,5
23,KCR-2016-06-29,2016-06-29,KCR,A,STL,6,2.0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,1,3
24,KCR-2016-07-01,2016-07-01,KCR,A,PHI,4,1.0,1,2,0,0,0,0,0,1,0,0,0,1,2,2,0,1
25,KCR-2016-07-05,2016-07-05,KCR,A,TOR,11,2.2,1,3,1,0,0,1,0,3,0,0,0,3,4,2,0,3
26,KCR-2016-07-10,2016-07-10,KCR,H,SEA,5,1.0,0,2,0,0,0,0,0,0,0,0,0,2,3,2,0,4
27,KCR-2016-07-19,2016-07-19,KCR,H,CLE,5,1.1,1,2,0,0,1,0,0,0,0,0,1,2,3,1,2,8
28,KCR-2016-07-20,2016-07-20,KCR,H,CLE,3,1.0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
29,KCR-2016-07-23,2016-07-23,KCR,H,TEX,4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,2
30,KCR-2016-07-25,2016-07-25,KCR,H,LAA,6,1.0,1,2,0,0,0,1,0,0,0,0,0,2,3,1,0,1
31,KCR-2016-07-26,2016-07-26,KCR,H,LAA,8,0.1,4,4,1,0,0,2,0,0,1,0,0,2,3,3,0,0
32,KCR-2016-08-03,2016-08-03,KCR,A,TBR,8,1.0,2,3,0,0,1,0,0,0,1,0,0,5,2,1,0,7
33,KCR-2016-08-10,2016-08-10,KCR,H,CHW,9,2.0,1,2,0,0,0,1,0,1,0,0,0,5,2,2,0,6
34,KCR-2016-08-19,2016-08-19,KCR,H,MIN,7,2.0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,0,8
35,KCR-2016-08-24,2016-08-24,KCR,A,MIA,9,2.0,0,2,0,0,0,1,0,2,0,0,0,4,2,1,0,4
36,KCR-2016-08-27,2016-08-27,KCR,A,BOS,12,3.0,1,3,1,0,0,1,0,1,0,0,1,7,3,1,0,2
37,KCR-2016-08-30,2016-08-30,KCR,H,NYY,8,2.0,0,1,1,0,0,1,0,1,0,0,0,4,2,0,0,2
