,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf
0,CLE-2021-04-10,2021-04-10,DET,A,CLE,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,99,300,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HOU-2021-04-14,2021-04-14,DET,A,HOU,4,4,1.0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,3,400,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,75.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,75.0
2,OAK-2021-04-15,2021-04-15,DET,A,OAK,3,1,0.0,1,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,282,0.126,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,87.5,0.126,8,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,87.5
3,OAK-2021-04-17,2021-04-17,DET,A,OAK,4,4,1.1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,376,0.35,11,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.273,0.0,89.273,0.352,11,0.091,0.091,0.0,0.0,0.182,0.0,0.0,0.0,0.273,0.0,89.273
4,DET-2021-04-22,2021-04-22,DET,H,PIT,3,3,0.2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,1,4,297,0.25,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.333,0.0,90.533,0.251,15,0.067,0.067,0.0,0.0,0.133,0.0,0.0,0.0,0.333,0.0,90.533
5,DET-2021-04-25,2021-04-25,DET,H,KCR,5,5,1.0,0,1,0,0,0,0,0,1,0,0,0,2,2,1,1,2,495,0.258,18,0.111,0.056,0.0,0.0,0.111,0.0,0.0,0.0,0.333,0.0,91.944,0.259,18,0.111,0.056,0.0,0.0,0.111,0.0,0.0,0.0,0.333,0.0,91.944
6,CHW-2021-04-29,2021-04-29,DET,A,CHW,6,6,1.0,3,3,0,0,2,0,0,1,0,0,0,1,4,3,0,3,606,0.239,23,0.13,0.043,0.0,0.0,0.087,0.0,0.0,0.0,0.304,0.0,93.478,0.24,23,0.13,0.043,0.0,0.0,0.087,0.0,0.0,0.0,0.304,0.0,93.478
7,NYY-2021-05-01,2021-05-01,DET,A,NYY,4,4,1.1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,396,0.406,26,0.154,0.038,0.0,0.077,0.077,0.0,0.0,0.0,0.269,0.0,94.462,0.362,29,0.138,0.034,0.0,0.069,0.069,0.0,0.0,0.0,0.276,0.0,95.034
8,BOS-2021-05-04,2021-05-04,DET,A,BOS,6,6,0.2,3,4,0,0,2,0,0,1,0,0,0,1,4,2,0,2,630,0.381,30,0.167,0.033,0.0,0.067,0.067,0.0,0.0,0.0,0.3,0.0,95.067,0.344,33,0.152,0.03,0.0,0.061,0.061,0.0,0.0,0.0,0.303,0.0,95.515
9,BOS-2021-05-06,2021-05-06,DET,A,BOS,4,3,0.2,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,1,420,0.475,29,0.207,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.276,0.0,96.552,0.44,39,0.179,0.026,0.0,0.103,0.051,0.0,0.0,0.0,0.282,0.0,96.974
10,DET-2021-05-08,2021-05-08,DET,H,MIN,5,5,1.0,1,2,1,0,0,0,0,2,0,0,0,0,3,2,0,1,495,0.531,29,0.241,0.0,0.0,0.138,0.034,0.0,0.0,0.0,0.276,0.0,98.069,0.436,43,0.186,0.023,0.0,0.093,0.07,0.0,0.0,0.0,0.302,0.0,97.721
11,DET-2021-05-11,2021-05-11,DET,H,KCR,3,3,1.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,297,0.515,34,0.235,0.029,0.0,0.118,0.029,0.0,0.0,0.0,0.294,0.0,98.206,0.435,48,0.188,0.042,0.0,0.083,0.062,0.0,0.0,0.0,0.312,0.0,97.854
12,DET-2021-05-13,2021-05-13,DET,H,KCR,3,2,0.2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,297,0.488,34,0.206,0.029,0.0,0.118,0.029,0.0,0.0,0.0,0.294,0.0,98.206,0.409,51,0.176,0.039,0.0,0.078,0.059,0.0,0.0,0.0,0.314,0.0,97.922
13,DET-2021-05-15,2021-05-15,DET,H,CHC,6,6,1.0,3,3,0,0,1,0,0,0,0,0,0,4,2,1,0,1,594,0.467,37,0.189,0.027,0.0,0.108,0.054,0.0,0.0,0.0,0.27,0.0,98.27,0.399,54,0.167,0.037,0.0,0.074,0.074,0.0,0.0,0.0,0.296,0.0,97.981
14,DET-2021-05-16,2021-05-16,DET,H,CHC,4,4,1.0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,396,0.532,38,0.211,0.026,0.0,0.132,0.053,0.0,0.0,0.0,0.237,0.0,98.289,0.422,60,0.183,0.033,0.0,0.083,0.067,0.0,0.0,0.0,0.267,0.0,98.083
15,DET-2021-06-10,2021-06-10,DET,H,SEA,5,4,1.0,0,1,0,0,0,1,0,2,0,0,0,0,2,1,1,24,495,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409,64,0.188,0.031,0.0,0.078,0.062,0.0,0.0,0.0,0.25,0.0,98.141
16,DET-2021-06-12,2021-06-12,DET,H,CHW,8,5,1.1,1,1,0,0,0,3,0,2,0,0,0,1,2,2,0,1,792,0.314,6,0.167,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.333,0.0,82.5,0.402,69,0.188,0.029,0.0,0.072,0.072,0.0,0.0,0.0,0.261,0.0,98.203
17,KCR-2021-06-14,2021-06-14,DET,A,KCR,4,3,0.1,1,2,1,0,0,1,0,0,0,0,0,1,2,2,0,1,412,0.348,14,0.143,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.286,0.0,91.929,0.399,77,0.182,0.026,0.0,0.065,0.104,0.0,0.0,0.0,0.26,0.0,98.286
18,DET-2021-07-18,2021-07-18,DET,H,MIN,5,4,1.0,0,1,0,0,0,1,0,1,0,0,0,2,1,0,0,33,495,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,81,0.185,0.037,0.0,0.062,0.111,0.0,0.0,0.0,0.247,0.0,98.519
19,TOR-2021-08-22,2021-08-22,DET,A,TOR,3,3,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,34,312,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409,86,0.186,0.035,0.0,0.058,0.116,0.0,0.0,0.0,0.244,0.0,98.547
20,STL-2021-08-25,2021-08-25,DET,A,STL,5,3,1.0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,2,480,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.395,89,0.18,0.034,0.0,0.056,0.112,0.0,0.0,0.0,0.236,0.0,98.73
21,DET-2021-08-28,2021-08-28,DET,H,TOR,5,4,1.0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,2,495,0.177,9,0.0,0.0,0.0,0.0,0.111,0.0,0.111,0.0,0.0,0.0,88.0,0.389,94,0.17,0.032,0.0,0.053,0.117,0.0,0.011,0.0,0.223,0.0,98.585
22,DET-2021-08-30,2021-08-30,DET,H,MIN,7,6,2.0,0,1,0,0,0,1,0,2,0,0,1,2,2,0,0,1,693,0.23,14,0.071,0.0,0.0,0.0,0.143,0.0,0.071,0.0,0.143,0.0,91.929,0.385,99,0.172,0.03,0.0,0.051,0.121,0.0,0.01,0.0,0.232,0.0,98.606
23,DET-2021-09-02,2021-09-02,DET,H,OAK,8,7,2.0,0,1,0,0,0,1,0,2,0,0,0,1,4,1,0,2,792,0.228,21,0.095,0.0,0.0,0.0,0.143,0.0,0.048,0.048,0.19,0.0,94.286,0.374,106,0.17,0.028,0.0,0.047,0.123,0.0,0.009,0.009,0.236,0.0,98.632
