,game_code,date,team,side,opp,PA,AB,IP,ER,H,2B,3B,HR,BB,IBB,K,HBP,SF,GDP,GB,FB,LD,PU,days_rest,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_avg_pf,imputed
0,DET-2021-04-03,2021-04-03,CLE,A,DET,5,4,1.0,0,1,0,0,0,1,0,2,0,0,0,0,2,1,0,99,495,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
1,CLE-2021-04-10,2021-04-10,CLE,H,DET,6,6,1.0,2,2,0,0,1,0,0,1,0,0,0,1,4,1,0,6,600,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
2,CHW-2021-04-14,2021-04-14,CLE,A,CHW,10,8,2.0,2,2,0,0,0,1,0,2,1,0,0,4,2,0,0,3,1010,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
3,CIN-2021-04-16,2021-04-16,CLE,A,CIN,10,10,2.0,1,4,1,0,1,0,0,4,0,0,0,1,5,2,0,1,1060,0.363,22,0.182,0.0,0.0,0.045,0.091,0.0,0.045,0.0,0.227,0.0,95.682,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
4,CLE-2021-04-20,2021-04-20,CLE,H,CHW,4,3,1.0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,400,0.408,32,0.188,0.031,0.0,0.062,0.062,0.0,0.031,0.0,0.281,0.0,98.906,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
5,CLE-2021-04-23,2021-04-23,CLE,H,NYY,8,7,2.0,1,1,0,0,1,1,0,1,0,0,0,0,6,3,2,2,800,0.381,36,0.167,0.028,0.0,0.056,0.083,0.0,0.028,0.0,0.278,0.0,99.028,0.317,674,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,1
6,CLE-2021-04-28,2021-04-28,CLE,H,MIN,8,7,1.2,1,2,0,0,1,1,0,2,0,0,0,1,4,2,0,4,800,0.38,39,0.128,0.026,0.0,0.077,0.077,0.0,0.026,0.0,0.231,0.0,99.231,0.372,44,0.136,0.023,0.0,0.068,0.091,0.0,0.023,0.0,0.25,0.0,99.205,0
7,SEA-2021-05-14,2021-05-14,CLE,A,SEA,5,4,1.0,0,1,1,0,0,1,0,2,0,0,0,0,2,2,0,15,475,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.383,52,0.135,0.019,0.0,0.077,0.096,0.0,0.019,0.0,0.25,0.0,99.327,1
8,LAA-2021-05-17,2021-05-17,CLE,A,LAA,10,9,2.1,0,2,0,0,0,1,0,3,0,0,0,2,4,1,1,2,1020,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.384,57,0.123,0.035,0.0,0.07,0.105,0.0,0.018,0.0,0.263,0.0,98.947,1
9,CLE-2021-05-21,2021-05-21,CLE,H,MIN,6,4,1.0,0,1,1,0,0,2,0,1,0,0,0,1,2,1,0,3,600,0.317,75,0.138,0.043,0.004,0.033,0.087,0.004,0.011,0.018,0.232,0.006,100.0,0.363,67,0.134,0.03,0.0,0.06,0.104,0.0,0.015,0.0,0.269,0.0,99.403,1
